発売日,バックアップメモリ,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント
2002-09-27,1,2,SLG,ジョルダン,ファンシーポケット,"￥4,800","￥5,000代",0
2002-09-27,5,3,ACT,アットマーク,メタルガン・スリンガー,"￥5,200","￥5,000代",0
2002-10-03,5,2,ADV,ＧＡエンタテイメント,南の海のオデッセイ,"￥4,800","￥5,000代",0
2002-10-04,5,2,SLG,ティーディーケイコア,なかよし幼稚園すこやか園児育成ゲーム,"￥4,800","￥5,000代",0
2002-10-10,5,3,SPT,コナミ,Jリーグウイニングイレブンアドバンス2002,"￥4,800","￥5,000代",0
2002-10-17,5,3,SHT,コナミ,SILENTSCOPE,"￥4,800","￥5,000代",0
2002-10-17,1,3,ACT,コナミ,コロッケ！夢のバンカーサバイバル！,"￥4,800","￥5,000代",0
2002-10-18,1,3,ADV,カプコン,逆転裁判2,"￥4,800","￥5,000代",0
2002-10-24,1,3,RPG,ハドソン,ボンバーマンジェッターズ伝説のボンバーマン,"￥4,800","￥5,000代",0
2002-10-25,5,2,RAC,エム・ティー･オー,MotoGP,"￥4,800","￥5,000代",0
2002-10-25,6,3,TAB,メディアカイト,カードパーティ,"￥3,800","￥4,000代",0
2002-10-25,1,3,SLG,ブロッコリー,デ・ジ・キャラットでじこミュニケーション,"￥4,800","￥5,000代",0
2002-10-25,5,3,RPG,ナムコ,テイルズオブザワールドなりきりダンジョン2,"￥4,800","￥5,000代",0
2002-10-25,3,2,SLG,エンターブレイン,ベストプレイプロ野球,"￥5,800","￥6,000代",0
2002-10-25,1,3,SLG,マーベラス,モンスターファームアドバンス2,"￥5,800","￥6,000代",0
2002-10-25,1,3,ACT,任天堂,星のカービィ夢の泉デラックス,"￥4,800","￥5,000代",87
2002-10-31,1,3,ADV,キキ,シルクとコットン,"￥5,800","￥6,000代",0
2002-10-31,1,2,ACT,コナミ,ビーストシューター～めざせ闘獣王(ビーストキング)～,"￥4,800","￥5,000代",0
2002-11-01,5,3,ADV,カルチャーブレーン,ファンタジックメルヘンのケーキ屋さん物語+動物キャラナビ占い個性心理学,"￥4,800","￥5,000代",0
2002-11-14,1,3,SPT,ネットビレッジ,DANDOH！！Xi,"￥5,800","￥6,000代",0
2002-11-14,6,2,ACT,コナミ,魂斗羅ハードスピリッツ,"￥4,800","￥5,000代",0
2002-11-15,1,3,RPG,バンプレスト,FromTVanimationONEPIECE～ナナツ島の大秘宝～,"￥4,800","￥5,000代",0
2002-11-15,1,3,ACT,ＰＣＣＷＪ,スキャンハンター～千年怪魚を追え！～,"￥4,800","￥5,000代",0
2002-11-15,1,3,RPG,アトラス,真・女神転生デビルチルドレン闇の書,"￥4,800","￥5,000代",0
2002-11-15,1,3,RPG,アトラス,真・女神転生デビルチルドレン光の書,"￥4,800","￥5,000代",0
2002-11-21,4,3,RPG,任天堂,ポケットモンスターサファイア,"￥4,800","￥5,000代",262
2002-11-21,4,3,RPG,任天堂,ポケットモンスタールビー,"￥4,800","￥5,000代",255
2002-11-22,3,3,SLG,バンプレスト,スーパーロボット大戦ORIGINALGENERATION,"￥5,800","￥6,000代",0
2002-11-22,5,3,SLG,エム・ティー･オー,ドキドキクッキングシリーズ(1)こむぎちゃんのハッピーケーキ,"￥4,800","￥5,000代",0
2002-11-23,5,3,ADV,ＥＡスクウェア,ハリー・ポッターと秘密の部屋,"￥4,800","￥5,000代",0
2002-11-28,5,3,ACT,コナミ,K-1ポケットグランプリ2,"￥4,800","￥5,000代",0
2002-11-28,1,2,RAC,タカラ,チョロQアドバンス2,"￥4,800","￥5,000代",0
2002-11-28,5,3,SPT,コナミ,実況ワールドサッカーポケット2,"￥4,800","￥5,000代",0
2002-11-29,1,3,RPG,トミー,リトルバスターQ,"￥4,800","￥5,000代",0
2002-11-29,5,3,ADV,アテナ,彼岸花,"￥4,800","￥5,000代",0
2002-12-05,5,3,SPT,コナミ,バス釣りしようぜ！～トーナメントは戦略だ！～,"￥4,800","￥5,000代",0
2002-12-06,5,3,ACT,ケムコ,ウッディ・ウッドペッカー・クレイジーキャッスル5,"￥4,800","￥5,000代",0
2002-12-06,5,4,ACT,バンプレスト,キン肉マン2世正義超人への道,"￥5,800","￥6,000代",0
2002-12-06,1,3,ACT,任天堂,くるりんパラダイス,"￥4,800","￥5,000代",0
2002-12-06,5,3,ADV,エポック社,シルバニアファミリー4めぐる季節のタペストリー,"￥4,800","￥5,000代",0
2002-12-06,3,2,SLG,エンターブレイン,ダービースタリオンアドバンス,"￥5,800","￥6,000代",0
2002-12-06,6,3,ACT,ユービーアイソフト,トゥームレイダー:プロフェシー,"￥4,800","￥5,000代",0
2002-12-06,1,3,RPG,カプコン,バトルネットワークロックマンエグゼ3,"￥4,800","￥5,000代",50
2002-12-06,5,2,PZL,ケムコ,バルダーダッシュEX,"￥4,800","￥5,000代",0
2002-12-06,5,2,SLG,ラディック,わたしのメイクサロン,"￥4,800","￥5,000代",0
2002-12-06,5,2,TAB,ティーディーケイコア,志村けんのバカ殿様爆笑天下統一ゲーム,"￥4,800","￥5,000代",0
2002-12-06,1,3,ACT,ブロッコリー,爆転シュートベイブレード2002激戦！チームバトル！！青龍の章ダイチ編,"￥3,980","￥4,000代",0
2002-12-06,1,3,ACT,ブロッコリー,爆転シュートベイブレード2002激戦！チームバトル！！青龍の章タカオ編,"￥3,980","￥4,000代",0
2002-12-12,1,4,RPG,コナミ,テニスの王子様-AimatTheVictory！-,"￥4,800","￥5,000代",0
2002-12-12,5,3,ACT,エンターテインメント・ソフトウェア・パブリッシング,はじめの一歩THEFIGHTING！,"￥4,800","￥5,000代",0
2002-12-12,5,3,ETC,コナミ,ミニモニ。おねがい☆お星さま！,"￥4,800","￥5,000代",0
2002-12-13,5,2,ETC,エム・ティー･オー,アオ・ゾーラと仲間たち夢の冒険,"￥4,800","￥5,000代",0
2002-12-13,5,4,RPG,ナムコ,クロノアヒーローズ伝説のスターメダル,"￥4,800","￥5,000代",0
2002-12-13,1,4,CARD,キングレコード,シャーマンキング超・占事略決3,"￥5,800","￥6,000代",0
2002-12-13,5,2,SHT,パシフィック・センチュリー・サイバーワークス・ジャパン,ダライアスR,"￥4,800","￥5,000代",0
2002-12-13,1,3,TAB,スクウェア,チョコボランド,"￥4,800","￥5,000代",0
2002-12-13,5,3,RPG,エポック社,マジャイネーション,"￥4,800","￥5,000代",0
2002-12-13,1,3,RPG,サクセス,モンスターメーカー4キラーダイス,"￥5,800","￥6,000代",0
2002-12-13,1,3,RPG,サクセス,モンスターメーカー4フラッシュカード,"￥5,800","￥6,000代",0
2002-12-13,1,3,ADV,ジョルダン,犬っこ倶楽部～福丸の大冒険～,"￥4,800","￥5,000代",0
2002-12-19,5,4,SPT,コナミ,DisneySports:Basketball,"￥5,800","￥6,000代",0
2002-12-19,1,3,RAC,セガ,SEGARALLY(セガラリー),"￥5,800","￥6,000代",0
2002-12-19,3,4,ACT,セガ,ソニックアドバンス2,"￥5,800","￥6,000代",0
2002-12-19,1,3,RPG,コナミ,ボボボーボ・ボーボボ奥義87.5爆烈鼻毛真挙,"￥4,800","￥5,000代",0
2002-12-19,5,2,ADV,コナミ,わがまま☆フェアリーミルモでポン！～黄金マラカスの伝説～,"￥4,800","￥5,000代",0
2002-12-20,5,2,ACT,メトロ・スリーディジャパン,アクロバットキッズ,"￥4,800","￥5,000代",0
2002-12-20,5,3,RAC,メディアカイト,エレベーターアクションOLD＆NEW,"￥4,800","￥5,000代",0
2002-12-20,5,3,TAB,カルチャーブレーン,おしゃれプリンセス2+動物キャラナビ占い個性心理学,"￥4,800","￥5,000代",0
2002-12-20,5,2,SLG,ティーディーケイコア,まんが家デビュー物語お絵描きソフト＆まんが家育成ゲーム！,"￥4,800","￥5,000代",0
2002-12-20,5,3,RPG,ナムコ,宇宙大作戦チョコベーダーウチュウからの侵略者,"￥4,800","￥5,000代",0
2002-12-20,5,3,SPT,パシフィック・センチュリー・サイバーワークス・ジャパン,闘魂ヒート,"￥5,800","￥6,000代",0
2002-12-24,5,3,SLG,カルチャーブレーン,ハムスター物語3GBA,"￥4,800","￥5,000代",0
2002-12-25,5,2,ACT,メトロ・スリーディジャパン,DUALBLADES,"￥4,800","￥5,000代",0
2002-12-25,5,3,RPG,ナツメ,メダロット弐COREカブトバージョン,"￥4,800","￥5,000代",0
2002-12-26,5,3,ACT,コナミ,スパイロアドバンス,"￥4,800","￥5,000代",0
2002-12-27,5,3,ACT,マーベラス,SAMURAIDEEPERKYO,"￥4,800","￥5,000代",0
2002-12-27,3,3,SLG,サクセス,全日本少年サッカー大会2めざせ日本一！,"￥4,800","￥5,000代",0
2003-01-01,5,3,ACT,マーベラス,THEKINGOFFIGHTERSEX2～HOWLINGBLOOD～,"￥5,800","￥6,000代",0
2003-01-01,5,3,ADV,エム・ティー･オー,きせっこぐるみぃチェスティとぬいぐるみたちの魔法の冒険,"￥4,800","￥5,000代",0
2003-01-03,5,2,ACT,シムス,エレミックス！,"￥4,800","￥5,000代",0
2003-01-09,0,2,TAB,ＧＡエンタテイメント,不思議の国のアリス,"￥4,800","￥5,000代",0
2003-01-10,1,3,PZL,ナムコ,ことばのパズルもじぴったんアドバンス,"￥4,800","￥5,000代",0
2003-01-16,5,4,SPT,コナミ,DisneySports:Snowboarding,"￥5,800","￥6,000代",0
2003-01-16,1,3,RPG,コナミ,ムゲンボーグ,"￥4,800","￥5,000代",0
2003-01-23,1,3,SPT,コナミ,パワプロクンポケット5,"￥4,800","￥5,000代",0
2003-01-23,1,3,TAB,エイベックス,犬夜叉奈落の罠！迷いの森の招待状,"￥4,800","￥5,000代",0
2003-01-24,5,3,RPG,バンプレスト,マリー、エリー＆アニスのアトリエ～そよ風からの伝言～,"￥5,800","￥6,000代",0
2003-02-13,5,4,SPT,コナミ,DisneySports:Motocross,"￥5,800","￥6,000代",0
2003-02-14,3,4,SLG,スクウェア,ファイナルファンタジータクティクスアドバンス,"￥5,800","￥6,000代",0
2003-02-14,1,3,ACT,任天堂,メトロイドフュージョン,"￥4,800","￥5,000代",0
2003-02-14,5,4,ACT,ＥＡスクウェア,ロード・オブ・ザ・リング/二つの塔,"￥4,800","￥5,000代",0
2003-02-20,1,4,SPT,コナミ,テニスの王子様2003COOLBLUE,"￥4,800","￥5,000代",0
2003-02-20,1,4,SPT,コナミ,テニスの王子様2003PASSIONRED,"￥4,800","￥5,000代",0
2003-02-21,5,2,ACT,サクセス,ロードランナー,"￥4,800","￥5,000代",0
2003-02-27,1,3,SLG,コナミ,ホイッスル！第37回東京都中学校総合体育サッカー大会,"￥4,800","￥5,000代",0
2003-02-27,1,3,ACT,コナミ,戦国革命外伝,"￥4,800","￥5,000代",0
2003-03-07,1,3,SLG,ナムコ,テイルズオブザワールド～サモナーズリネージ～,"￥4,800","￥5,000代",0
2003-03-14,5,3,ACT,任天堂,ゼルダの伝説神々のトライフォース＆4つの剣,"￥4,800","￥5,000代",0
2003-03-14,5,3,SLG,スクウェア,ドキドキクッキングシリーズ(2)グルメキッチン～ステキなお弁当～,"￥5,800","￥6,000代",0
2003-03-20,3,3,RPG,コナミ,GetBackers奪還屋～メトロポリス奪還作戦！～,"￥4,800","￥5,000代",0
2003-03-20,5,2,TAB,Ｄ３パブリッシャー,SIMPLE2960(つくろう)ともだちシリーズVol.1THEテーブルゲームコレクション,"￥2,960","￥3,000代",0
2003-03-20,5,2,PZL,Ｄ３パブリッシャー,SIMPLE2960(つくろう)ともだちシリーズVol.2THEブロックくずし,"￥2,960","￥3,000代",0
2003-03-20,5,3,ADV,マーベラス,シスタープリンセス～リピュア～,"￥4,800","￥5,000代",0
