発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,メモリ(S-RAM)(Kbit)
1990-11-21,34,2,ACT,任天堂,スーパーマリオワールド,"￥8,000","￥8,000代",355,16
1990-11-21,37,2,RAC,任天堂,F-ZERO,"￥7,000","￥7,000代",90,16
1990-12-01,-,2,PUZ,ケムコ,ボンバザル,"￥6,500","￥6,500代",0,0
1990-12-16,-,4,ACT,エニックス,アクトレイザー,"￥8,000","￥8,000代",40,64
1990-12-16,31,2,SLG,イマジニア,ポピュラス,"￥8,800","￥9,000代",0,64
1990-12-21,-,4,ACT,カプコン,ファイナルファイト,"￥8,500","￥8,500代",0,0
1990-12-21,33,2,SHT,コナミ,グラディウスⅢ,"￥7,800","￥8,000代",0,0
1990-12-21,-,2,SPT,任天堂,パイロットウイングス,"￥8,000","￥8,000代",48,0
1990-12-29,-,3,ACT,バンプレスト,SDザ・グレイトバトル,"￥8,200","￥8,000代",0,0
1991-02-23,-,4,SPT,HAL研究所,ジャンボ尾崎のホールインワン,"￥8,900","￥9,000代",0,0
1991-03-20,-,4,RAC,ジャレコ,BIGRUN,"￥8,700","￥8,500代",0,0
1991-03-29,-,4,SHT,タイトー,ダライアスツイン,"￥8,500","￥8,500代",0,0
1991-04-05,30,4,SPT,T＆Eソフト,遙かなるオーガスタ,"￥9,800","￥10,000代",0,64
1991-04-06,30,2,ACT,バンダイ,ウルトラマン,"￥7,800","￥8,000代",0,0
1991-04-26,33,2,SLG,任天堂,シムシティ,"￥8,000","￥8,000代",90,256
1991-05-17,-,4,SPT,ジャレコ,スーパープロフェッショナルベースボール,"￥8,700","￥8,500代",0,0
1991-05-24,-,4,RPG,ケムコ,ドラッケン,"￥8,500","￥8,500代",0,64
1991-05-28,-,4,RPG,セタ,ガデュリン,"￥8,800","￥9,000代",0,64
1991-06-21,-,4,RPG,トンキンハウス,イースⅢワンダラーズフロムイース,"￥8,800","￥9,000代",0,64
1991-07-02,-,4,SPT,セタ,スーパースタジアム,"￥8,800","￥9,000代",0,64
1991-07-06,-,4,SLG,バンダイ,機動戦士ガンダムF91フォーミュラー戦記0122,"￥9,500","￥9,500代",0,64
1991-07-12,-,2,SPT,カルチャーブレーン,スーパーウルトラベースボール,"￥8,800","￥9,000代",0,64
1991-07-13,-,4,SHT,アイレム,スーパーアールタイプ,"￥8,500","￥8,500代",0,0
1991-07-19,-,4,ACT,コナミ,がんばれゴエモンゆき姫救出絵巻,"￥8,800","￥9,000代",0,0
1991-07-19,36,4,RPG,スクウェア,ファイナルファンタジーⅣ,"￥8,800","￥9,000代",143,64
1991-07-20,-,4,SPT,バンプレスト,バトルドッジボール闘球大激突,"￥9,600","￥9,500代",0,64
1991-07-26,-,4,SHT,カプコン,エリア88,"￥8,500","￥8,500代",0,0
1991-08-09,30,4,SPT,エピック・ソニーレコード,白熱プロ野球ガンバリーグ,"￥8,500","￥8,500代",0,64
1991-08-23,-,2,TAB,セタ,初段森田将棋,"￥8,800","￥9,000代",0,64
1991-08-30,-,2,SPT,トンキンハウス,スーパーテニスワールドサーキット,"￥7,800","￥8,000代",0,0
1991-08-31,-,4,SHT,HAL研究所,ハイパーゾーン,"￥8,500","￥8,500代",0,0
1991-09-13,-,4,ACT,エピック・ソニーレコード,ジェリーボーイ,"￥8,500","￥8,500代",0,0
1991-09-15,-,4,SLG,光栄,スーパー三國志Ⅱ,"￥14,800","￥15,000代",0,256
1991-09-20,-,2,SPT,イマジニア,プロサッカー,"￥8,000","￥8,000代",0,16
1991-10-04,-,4,ACT,カプコン,超魔界村,"￥8,500","￥8,500代",0,0
1991-10-25,-,4,SHT,ジャレコ,SUPERE.D.F.,"￥8,700","￥8,500代",0,0
1991-10-29,31,4,RPG,スクウェア,ファイナルファンタジーⅣイージータイプ,"￥9,000","￥9,000代",0,64
1991-10-31,-,4,ACT,コナミ,悪魔城ドラキュラ,"￥8,800","￥9,000代",0,0
1991-11-21,39,4,A-RPG,任天堂,ゼルダの伝説神々のトライフォース,"￥8,000","￥8,000代",116,64
1991-11-29,-,4,SHT,東映動画,雷電伝説,"￥8,700","￥8,500代",0,0
1991-12-06,-,4,ACT,データイースト,JOE＆MAC戦え原始人,"￥8,500","￥8,500代",0,0
1991-12-13,30,4,ACT,ナムコ,スーパーワギャンランド,"￥8,300","￥8,500代",0,0
1991-12-13,-,4,RPG,ケムコ,ラグーン,"￥8,500","￥8,500代",0,64
1991-12-13,31,2,SPT,ヒューマン,スーパーフォーメーションサッカー,"￥7,700","￥7,500代",0,0
1991-12-13,-,2,TAB,エポック社,ちびまる子ちゃん「はりきり365日」の巻,"￥8,800","￥9,000代",0,0
1991-12-18,35,4,PUZ,サンソフト,レミングス,"￥8,500","￥8,500代",0,0
1991-12-20,30,4,RPG,ビクターエンタテインメント,ダンジョンマスター,"￥9,800","￥10,000代",0,256
1991-12-20,-,4,SHT,アスミック,ディメンションフォース,"￥8,500","￥8,500代",0,0
1991-12-20,-,4,SPT,ヒューマン,スーパーファイヤープロレスリング,"￥8,500","￥8,500代",0,0
1991-12-21,-,4,RPG,エンジェル,SDガンダム外伝ナイトガンダム物語大いなる遺産,"￥9,500","￥9,500代",0,64
1991-12-21,-,4,SLG,光栄,スーパー信長の野望武将風雲録,"￥11,800","￥12,000代",0,256
1991-12-27,-,2,ACT,ナツメ,反省ザルジローくんの大冒険,"￥7,000","￥7,000代",0,0
1991-12-27,-,4,SHT,東芝EMI,サンダースピリッツ,"￥8,600","￥8,500代",0,0
1991-12-28,-,4,RPG,カルチャーブレーン,スーパーチャイニーズワールド,"￥8,800","￥9,000代",0,0
1991-12-29,-,3,SLG,イマジニア,シムアース,"￥9,600","￥9,500代",0,64
1991-12-29,-,4,SLG,バンプレスト,バトルコマンダー八武衆修羅の兵法,"￥9,800","￥10,000代",0,256
1992-01-11,-,4,ACT,ハドソン,高橋名人の大冒険島,"￥8,500","￥8,500代",0,0
1992-01-17,-,2,SPT,イマジニア,プロフットボール,"￥7,900","￥8,000代",0,0
1992-01-25,-,4,RPG,バンダイ,ドラゴンボールZ超サイヤ伝説,"￥9,500","￥9,500代",0,64
1992-01-28,31,4,RPG,スクウェア,ロマンシングサ・ガ,"￥9,500","￥9,500代",98,64
1992-01-31,32,4,RPG,エニックス,ソウルブレイダー,"￥8,800","￥9,000代",0,64
1992-02-14,-,4,RPG,エポック社,ドラゴンスレイヤー英雄伝説,"￥9,800","￥10,000代",0,16
1992-02-21,-,4,RAC,セタ,エキゾースト・ヒート,"￥8,900","￥9,000代",0,64
1992-02-28,-,4,ACT,アイ・ジー・エス,ロケッティア,"￥8,900","￥9,000代",0,0
1992-02-28,-,4,ACT,コナミ,魂斗羅スピリッツ,"￥8,500","￥8,500代",0,0
1992-03-06,-,4,SPT,データイースト,スーパーバーディラッシュ,"￥8,800","￥9,000代",0,64
1992-03-07,-,4,ADV,チュンソフト,弟切草,"￥8,800","￥9,000代",0,64
1992-03-19,-,4,RAC,タカラ,新世紀GPXサイバーフォーミュラ,"￥8,800","￥9,000代",0,0
1992-03-19,-,2,RAC,ビクターエンタテインメント,R.P.M.Racing,"￥8,800","￥9,000代",0,16
1992-03-19,-,5,RPG,光栄,スーパー伊忍道打倒信長,"￥11,800","￥12,000代",0,64
1992-03-20,-,4,ACT,アスミック,超攻合神サーディオン,"￥8,800","￥9,000代",0,64
1992-03-20,-,4,ACT,カプコン,ファイナルファイトガイ,"￥8,500","￥8,500代",0,0
1992-03-27,31,2,ACT,アスキー,SMASH・T.V.,"￥7,800","￥8,000代",0,0
1992-03-27,-,4,ACT,ジャレコ,ラッシングビート,"￥8,700","￥8,500代",0,0
1992-03-27,-,4,ACT,日本コンピュータシステム,らんま1／2町内激闘篇,"￥8,800","￥9,000代",0,0
1992-03-27,-,4,ACT,バンプレスト,ザ・グレイトバトルⅡラストファイターツイン,"￥8,200","￥8,000代",0,0
1992-03-27,-,4,ACT,レーザーソフト,スーパーヴァリス赤き月の乙女,"￥8,500","￥8,500代",0,0
1992-03-27,-,2,RAC,ケムコ,トップレーサー,"￥7,800","￥8,000代",0,0
1992-03-27,-,4,RAC,ナグザット,バトルグランプリ,"￥8,500","￥8,500代",0,0
1992-03-27,-,4,RPG,HAL研究所,カードマスターリムサリアの封印,"￥8,900","￥9,000代",0,64
1992-03-27,-,4,SHT,アテナ,S.T.G.(エスティージー),"￥8,900","￥9,000代",0,0
1992-03-27,-,2,SPT,タイトー,ハットトリックヒーロー,"￥8,000","￥8,000代",0,0
1992-03-27,-,4,SPT,ナムコ,スーパーファミスタ,"￥7,900","￥8,000代",0,0
1992-03-28,-,2,ACT,バンダイ,まじかる☆タルるートくんMAGICADVENTURE,"￥8,000","￥8,000代",0,64
1992-04-03,-,4,RPG,ポニーキャニオン,ウルティマⅥ偽りの予言者,"￥9,800","￥10,000代",0,64
1992-04-05,-,4,SLG,光栄,エアーマネジメント大空に賭ける,"￥11,800","￥12,000代",0,64
1992-04-05,-,4,TAB,ツクダオリジナル,オセロワールド,"￥8,700","￥8,500代",0,0
1992-04-10,-,4,SPT,T＆Eソフト,ペブルビーチの波濤,"￥9,800","￥10,000代",0,64
1992-04-21,-,4,ACT,データム・ポリスター,豪槍神雷伝説武者,"￥8,800","￥9,000代",0,16
1992-04-24,-,4,RPG,シグマ商事,摩訶摩訶,"￥8,700","￥8,500代",0,64
1992-04-24,-,4,RPG,データイースト,ヘラクレスの栄光Ⅲ神々の沈黙,"￥8,800","￥9,000代",0,64
1992-04-24,-,4,SPT,アクレイムジャパン,WWFスーパーレッスルマニア,"￥8,800","￥9,000代",0,0
1992-04-24,-,4,SPT,ジャレコ,スーパーカップサッカー,"￥9,000","￥9,000代",0,64
1992-04-28,-,4,PUZ,ホット・ビィ,スーパー上海ドラゴンズアイ,"￥7,800","￥8,000代",0,0
1992-04-28,-,4,RAC,ビデオシステム,F-1GRANDPRIX,"￥9,700","￥9,500代",0,64
1992-04-28,32,4,SHT,東宝,スーパーアレスタ,"￥8,700","￥8,500代",0,0
1992-04-28,-,2,SPT,ソフエル,拳闘王ワールドチャンピオン,"￥8,000","￥8,000代",0,0
1992-05-01,-,4,ACT,サミー,バトルブレイズ,"￥8,700","￥8,500代",0,0
1992-05-23,-,4,RPG,バンダイ,甲竜伝説ヴィルガスト消えた少女,"￥9,000","￥9,000代",0,64
1992-05-29,-,4,ACT,カプコン,マジックソード,"￥8,500","￥8,500代",0,0
1992-05-29,-,4,SLG,ウルフ・チーム,斬Ⅱスピリッツ,"￥9,800","￥10,000代",0,64
1992-06-10,35,7,ACT,カプコン,ストリートファイターⅡ,"￥9,800","￥10,000代",290,0
1992-06-19,-,4,SPT,HAL研究所,スーパーダンクショット,"￥8,600","￥8,500代",0,0
1992-06-19,-,4,TAB,アイマックス,スーパー将棋,"￥8,800","￥9,000代",0,64
1992-06-26,-,4,ACT,タイトー,キャメルトライ,"￥8,500","￥8,500代",0,0
1992-06-26,-,4,SLG,エンジェル,横山光輝三国志,"￥9,500","￥9,500代",0,64
1992-06-26,-,4,SPT,キングレコード,アストラルバウト,"￥9,030","￥9,000代",0,0
1992-06-26,-,4,SPT,ケイ・アミューズメントリース,甲子園2,"￥8,900","￥9,000代",0,64
1992-07-03,-,4,ACT,日本コンピュータシステム,プリンスオブペルシャ,"￥8,800","￥9,000代",0,0
1992-07-03,-,2,RAC,パック・イン・ビデオ,スーパーオフロード,"￥6,900","￥7,000代",0,0
1992-07-03,-,4,RPG,トンキンハウス,LightFantasy,"￥8,900","￥9,000代",0,64
1992-07-03,-,4,SHT,コナミ,パロディウスだ!神話からお笑いへ,"￥8,500","￥8,500代",0,0
1992-07-03,-,2,SPT,アテナ,スーパーボウリング,"￥8,300","￥8,500代",0,0
1992-07-03,-,2,SPT,イマジニア,PGAツアーゴルフ,"￥8,500","￥8,500代",0,64
1992-07-10,-,4,ETC,タイトー,ゆうゆのクイズでGO!GO!,"￥8,500","￥8,500代",0,0
1992-07-10,-,4,RPG,東映動画,北斗の拳5天魔流星伝哀・絶章,"￥8,900","￥9,000代",0,64
1992-07-14,35,4,ETC,任天堂,マリオペイント,"￥9,800","￥10,000代",0,256
1992-07-17,-,4,ACT,アイレム,ダイナウォーズ恐竜王国への大冒険,"￥8,800","￥9,000代",0,0
1992-07-17,-,4,ACT,エピック・ソニーレコード,HOOK,"￥8,500","￥8,500代",0,0
1992-07-17,-,4,RAC,ロジーク,鈴木亜久里のF1スーパードライビング,"￥8,800","￥9,000代",0,64
1992-07-17,31,4,SPT,テクモ,キャプテン翼Ⅲ皇帝の挑戦,"￥8,900","￥9,000代",0,64
1992-07-17,-,4,TAB,ココナッツジャパンエンターテイメント,パチンコウォーズ,"￥9,500","￥9,500代",0,0
1992-07-23,-,4,ACT,ナムコ,サンドラの大冒険ワルキューレとの出逢い,"￥8,300","￥8,500代",0,0
1992-07-24,30,4,ACT,コナミ,T.M.N.T.タートルズインタイム,"￥8,500","￥8,500代",0,0
1992-07-24,-,4,ACT,東芝EMI,サイバリオン,"￥8,600","￥8,500代",0,0
1992-07-24,-,4,RAC,日本物産,スーパーエフワンサーカス(01),"￥8,800","￥9,000代",0,64
1992-07-24,-,4,SHT,アトラス,ブレイゾン,"￥8,500","￥8,500代",0,0
1992-07-24,-,4,SLG,ハドソン,アースライト,"￥8,500","￥8,500代",0,64
1992-07-24,-,4,SPT,サミー,ウルティメイトフットボール,"￥8,700","￥8,500代",0,0
1992-07-28,-,4,RPG,ユタカ,3×3EYES(サザンアイズ)聖魔降臨伝,"￥9,500","￥9,500代",0,64
1992-07-31,-,4,ACT,アトラス,機甲警察メタルジャック,"￥8,800","￥9,000代",0,0
1992-07-31,-,6,ACT,カルチャーブレーン,飛龍の拳Sゴールデンファイター,"￥9,700","￥9,500代",0,0
1992-07-31,-,4,ACT,タカラ,キング・オブ・ザ・モンスターズ,"￥8,800","￥9,000代",0,0
1992-07-31,-,4,SPT,サンソフト,炎の闘球児ドッジ弾平,"￥8,500","￥8,500代",0,0
1992-08-05,-,4,SLG,光栄,スーパー大航海時代,"￥11,800","￥12,000代",0,64
1992-08-07,-,4,ACT,アスキー,スピンディジーワールド,"￥8,800","￥9,000代",0,0
1992-08-07,-,4,ACT,カプコン,スーパーパン,"￥7,500","￥7,500代",0,0
1992-08-07,-,2,PUZ,BPS,パイプドリーム,"￥7,500","￥7,500代",0,0
1992-08-07,-,4,RPG,テクノスジャパン,初代熱血硬派くにおくん,"￥8,900","￥9,000代",0,16
1992-08-07,-,4,SHT,ケムコ,ファランクス,"￥8,900","￥9,000代",0,0
1992-08-07,-,4,SPT,ジャレコ,スーパープロフェッショナルベースボールⅡ,"￥9,000","￥9,000代",0,64
1992-08-07,-,4,TAB,ハドソン,スーパー桃太郎電鉄Ⅱ,"￥8,800","￥9,000代",0,64
1992-08-11,-,2,ACT,アルトロン,ホーム・アローン,"￥8,800","￥9,000代",0,0
1992-08-21,-,2,ACT,ユタカ,キン肉マンDIRTYCHALLENGER,"￥7,800","￥8,000代",0,0
1992-08-22,-,2,TAB,アイマックス,スーパー麻雀,"￥8,000","￥8,000代",0,0
1992-08-27,32,2,RAC,任天堂,スーパーマリオカート,"￥8,900","￥9,000代",382,16
1992-08-28,-,4,ACT,バンプレスト,CBキャラウォーズ失われたギャーグ,"￥8,500","￥8,500代",0,0
1992-08-28,-,2,SPT,マイクロアカデミー,ウルトラベースボール実名版,"￥8,800","￥9,000代",0,64
1992-09-11,-,4,SHT,コナミ,アクスレイ,"￥8,800","￥9,000代",0,0
1992-09-11,-,4,SHT,テイチク,アクロバットミッション,"￥8,800","￥9,000代",0,0
1992-09-12,-,2,ACT,エンジェル,SD機動戦士ガンダムV作戦始動,"￥7,800","￥8,000代",0,0
1992-09-12,-,2,TAB,光栄,スーパー麻雀大会,"￥9,800","￥10,000代",0,64
1992-09-18,-,4,SLG,ユタカ,SDガンダムXスーパーガチャポンワールド,"￥9,500","￥9,500代",0,64
1992-09-18,-,4,SPT,T＆Eソフト,ワイアラエの奇蹟,"￥9,800","￥10,000代",0,64
1992-09-24,-,5,SLG,光栄,提督の決断,"￥14,800","￥15,000代",0,256
1992-09-25,-,4,ACT,タイトー,ソニックブラストマン,"￥8,500","￥8,500代",0,0
1992-09-25,-,4,SLG,アスキー,大戦略エキスパート,"￥9,800","￥10,000代",0,256
1992-09-25,-,4,SLG,徳間書店インターメディアカンパニー,銀河英雄伝説,"￥9,800","￥10,000代",0,64
1992-09-25,-,2,TAB,パルソフト,ぎゅわんぶらあ自己中心派麻雀皇位戦,"￥8,800","￥9,000代",0,0
1992-09-27,36,6,RPG,エニックス,ドラゴンクエストV天空の花嫁,"￥9,600","￥9,500代",280,64
1992-09-29,-,2,SLG,ナムコ,スカイミッション,"￥8,300","￥8,500代",0,0
1992-10-09,-,2,SLG,エポック社,ロードモナーク,"￥8,800","￥9,000代",0,64
1992-10-16,-,4,ACT,テクノスジャパン,リターン・オブ・双截龍,"￥8,600","￥8,500代",0,0
1992-10-22,-,4,SLG,光栄,スーパーロイヤルブラッド,"￥9,800","￥10,000代",0,64
1992-10-23,-,4,ACT,ミサワエンターテインメント,アダムスファミリー,"￥8,800","￥9,000代",0,0
1992-10-23,-,4,RAC,日本物産,スーパーF-1サーカスリミテッド,"￥9,200","￥9,000代",0,64
1992-10-29,-,4,SHT,ナムコ,コズモギャングザビデオ,"￥7,900","￥8,000代",0,0
1992-10-30,36,6,RPG,アトラス,真・女神転生,"￥9,800","￥10,000代",0,64
1992-10-30,-,4,RPG,トンキンハウス,サイバーナイト,"￥8,900","￥9,000代",0,64
1992-11-06,-,2,ACT,ヒロ,スーパーリニアボール,"￥8,000","￥8,000代",0,0
1992-11-08,-,6,SLG,光栄,三國志Ⅲ,"￥14,800","￥15,000代",0,256
1992-11-13,-,6,RPG,アスミック,レナス古代機械の記憶,"￥9,600","￥9,500代",0,64
1992-11-13,-,4,SHT,ココナッツジャパンエンターテイメント,スーパーSWIV,"￥9,500","￥9,500代",0,0
1992-11-20,30,4,ACT,カプコン,ミッキーのマジカルアドベンチャー,"￥8,500","￥8,500代",0,0
1992-11-20,-,6,ACT,東映動画,北斗の拳6激闘伝承拳覇王への道,"￥8,900","￥9,000代",0,0
1992-11-20,-,4,ACT,レーザーソフト,対決!!ブラスナンバーズ,"￥8,500","￥8,500代",0,0
1992-11-20,-,4,ETC,トミー,アメリカ横断ウルトラクイズ,"￥8,700","￥8,500代",0,0
1992-11-20,-,4,RAC,ヒューマン,ヒューマン・グランプリ,"￥9,700","￥9,500代",0,256
1992-11-20,-,4,RPG,アスキー,ウィザードリィV災渦の中心,"￥9,800","￥10,000代",0,64
1992-11-20,-,6,RPG,バンプレスト,ヒーロー戦記プロジェクトオリュンポス,"￥9,600","￥9,500代",0,64
1992-11-21,-,2,PUZ,データム・ポリスター,CACOMAKNIGHT(カコマナイト),"￥7,800","￥8,000代",0,0
1992-11-27,-,2,ACT,アイレム,ガンフォース,"￥8,300","￥8,500代",0,0
1992-11-27,-,4,ACT,KANEKO,パワーアスリート,"￥8,500","￥8,500代",0,0
1992-11-27,-,6,ACT,タカラ,餓狼伝説宿命の闘い,"￥9,800","￥10,000代",0,0
1992-11-27,30,4,ACT,ビクターエンタテインメント,アウター・ワールド,"￥8,800","￥9,000代",0,0
1992-11-27,-,4,RPG,やのまん,ソング・マスター,"￥9,000","￥9,000代",0,64
1992-11-27,-,4,SLG,サミー,バルバロッサ,"￥9,800","￥10,000代",0,64
1992-11-27,30,2,SLG,ジャレコ,ロイヤルコンクエスト,"￥8,500","￥8,500代",0,0
1992-11-27,-,4,SPT,ケイ・アミューズメントリース,あしたのジョー,"￥8,900","￥9,000代",0,0
1992-11-27,-,4,SPT,トンキンハウス,バレーボールTwin,"￥8,900","￥9,000代",0,64
1992-12-04,-,4,PUZ,ケイ・アミューズメントリース,ミステリーサークル,"￥8,300","￥8,500代",0,0
1992-12-04,30,4,SPT,アイレム,メジャータイトル,"￥8,800","￥9,000代",0,0
1992-12-04,-,4,SPT,東宝,芹沢信雄のバーディトライ,"￥9,600","￥9,500代",0,64
1992-12-04,-,4,SPT,ホット・ビィ,スーパーブラックバス,"￥9,800","￥10,000代",0,0
1992-12-06,34,7,RPG,スクウェア,ファイナルファンタジーV,"￥9,800","￥10,000代",245,64
1992-12-11,-,6,ACT,カルチャーブレーン,飛龍の拳Sハイパーバージョン,"￥9,700","￥9,500代",0,0
1992-12-11,-,4,ACT,RIOT,PsychoDream(サイコドリーム),"￥8,900","￥9,000代",0,0
1992-12-11,-,6,RPG,サンソフト,弁慶外伝沙の章,"￥9,600","￥9,500代",0,64
1992-12-11,-,6,SPT,エピック・ソニーレコード,白熱プロ野球ガンバリーグ'93,"￥9,500","￥9,500代",0,64
1992-12-11,-,4,SPT,タカラ,大相撲魂,"￥9,000","￥9,000代",0,64
1992-12-11,-,4,SPT,バンプレスト,バトルサッカーフィールドの覇者,"￥9,500","￥9,500代",0,64
1992-12-11,-,4,TAB,ココナッツジャパンエンターテイメント,パチ夫くんスペシャル,"￥9,800","￥10,000代",0,64
1992-12-14,-,4,SHT,ビック東海,機動装甲ダイオン,"￥8,500","￥8,500代",0,0
1992-12-18,-,2,ACT,データイースト,戦え原始人2ルーキーの大冒険,"￥8,000","￥8,000代",0,0
1992-12-18,-,4,ACT,コナミ,タイニー・トゥーンアドベンチャーズ,"￥8,000","￥8,000代",0,0
1992-12-18,32,4,ACT,日本コンピュータシステム,重装機兵ヴァルケン,"￥8,800","￥9,000代",0,0
1992-12-18,-,4,ACT,ビクターエンタテインメント,スーパー・スター・ウォーズ,"￥8,800","￥9,000代",0,0
1992-12-18,-,4,PUZ,BPS,スーパーテトリス2+ボンブリス,"￥8,500","￥8,500代",0,16
1992-12-18,-,4,RAC,バリエ,中嶋悟監修SUPERF1HERO,"￥8,900","￥9,000代",0,0
1992-12-18,-,4,RPG,ユタカ,SDガンダム外伝2円卓の騎士,"￥9,500","￥9,500代",0,64
1992-12-18,-,4,SHT,ソフエル,フライングヒーローぶぎゅるーの大冒険,"￥8,800","￥9,000代",0,0
1992-12-18,-,4,SLG,ヘクト,ステルス,"￥9,700","￥9,500代",0,64
1992-12-18,-,4,SPT,ナムコ,スーパー大相撲熱戦大一番,"￥8,800","￥9,000代",0,0
1992-12-18,-,4,SPT,パック・イン・ビデオ,アメージングテニス,"￥8,800","￥9,000代",0,0
1992-12-18,-,4,TAB,ナグザット,ナグザットスーパーピンボール邪鬼破壊,"￥8,500","￥8,500代",0,0
1992-12-18,-,4,TAB,日本物産,スーパーニチブツマージャン(03),"￥8,800","￥9,000代",0,64
1992-12-19,30,4,SLG,スクウェア,半熟英雄ああ、世界よ半熟なれ,"￥9,500","￥9,500代",0,64
1992-12-21,-,6,ACT,ゲームプラン21,46億年物語はるかなるエデンへ,"￥9,600","￥9,500代",0,64
1992-12-22,-,4,ACT,サンソフト,LOONEYTUNESロードランナーVSワイリーコヨーテ,"￥8,600","￥8,500代",0,0
1992-12-22,-,6,ACT,ジャレコ,ラッシング・ビート乱複製都市,"￥9,600","￥9,500代",0,0
1992-12-22,-,2,ACT,タカラ,少年アシベゴマちゃんのゆうえんち大冒険,"￥7,800","￥8,000代",0,0
1992-12-22,-,4,ACT,ナツメ,奇々怪界謎の黒マント,"￥8,500","￥8,500代",0,0
1992-12-23,-,6,ACT,テクノスジャパン,コンバットライブス,"￥9,300","￥9,500代",0,0
1992-12-25,-,6,ACT,日本コンピュータシステム,らんま1／2爆烈乱闘篇,"￥9,600","￥9,500代",0,0
1992-12-25,-,4,SPT,テクモ,テクモスーパーNBAバスケットボール,"￥8,900","￥9,000代",0,64
1992-12-25,-,4,SPT,ヒューマン,スーパーファイヤープロレスリング2,"￥8,500","￥8,500代",0,0
1992-12-25,-,4,SPT,ビデオシステム,スーパーバレーⅡ,"￥8,900","￥9,000代",0,64
1992-12-25,-,2,SPT,ミサワエンターテインメント,SUPERKICKOFF(スーパーキックオフ),"￥7,700","￥7,500代",0,64
1992-12-25,-,4,TAB,アイ・ジー・エス,哭きの竜麻雀飛翔伝,"￥9,800","￥10,000代",0,64
1992-12-25,-,4,TAB,タイトー,大爆笑人生劇場,"￥8,500","￥8,500代",0,0
1992-12-28,-,4,ETC,ヨネザワ,史上最強のクイズ王決定戦SUPER,"￥8,900","￥9,000代",0,64
1992-12-28,-,4,RAC,メルダック,THEKINGOFRALLYパリ・モスクワ・ペキン,"￥8,800","￥9,000代",0,0
1993-01-03,31,6,RPG,ハドソン,エルファリア,"￥9,500","￥9,500代",0,64
1993-01-08,-,4,ACT,アイ・ジー・エス,エイリアンVSプレデター,"￥9,800","￥10,000代",0,0
1993-01-14,-,4,RPG,アイ・ジー・エス,BURAI八玉の勇士伝説(ブライ),"￥9,800","￥10,000代",0,16
1993-01-16,-,6,SLG,光栄,ヨーロッパ戦線,"￥12,800","￥13,000代",0,256
1993-01-22,-,4,ACT,データム・ポリスター,負けるな!魔剣道,"￥8,800","￥9,000代",0,0
1993-01-22,-,4,RPG,ロジーク,マイト・アンド・マジックBOOK2,"￥8,800","￥9,000代",0,64
1993-01-22,-,5,SLG,イマジニア,ポピュラス2,"￥9,800","￥10,000代",0,0
1993-01-22,-,4,SLG,ヒューマン,ドラゴンズ・アース,"￥8,500","￥8,500代",0,0
1993-01-25,-,4,ACT,ユタカ,うしおととら,"￥8,800","￥9,000代",0,0
1993-01-29,-,4,ACT,ベック,スーパービックリマン,"￥7,800","￥8,000代",0,0
1993-01-29,-,2,ACT,アクレイムジャパン,クリスティーワールド,"￥8,000","￥8,000代",0,0
1993-01-29,-,2,PUZ,バップ,Q*bert3,"￥7,000","￥7,000代",0,0
1993-01-29,-,2,PUZ,パック・イン・ビデオ,スーパー倉庫番,"￥7,800","￥8,000代",0,0
1993-01-29,-,4,SLG,やのまん,信長公記,"￥12,500","￥12,500代",0,256
1993-01-29,31,4,SPT,ナムコ,ナムコットオープン,"￥8,800","￥9,000代",0,64
1993-01-29,-,2,SPT,ミサワエンターテインメント,ワールドクラスラグビー,"￥7,900","￥8,000代",0,0
1993-02-05,-,4,ACT,バンダイ,ゲゲゲの鬼太郎復活!!天魔大王,"￥8,800","￥9,000代",0,0
1993-02-12,30,4,SPT,EAV,プロフットボール'93,"￥8,900","￥9,000代",0,0
1993-02-19,-,2,ACT,エポック社,ドラえもんのび太と妖精の国,"￥8,000","￥8,000代",0,0
1993-02-19,-,4,ADV,トミー,ウォーリーをさがせ!絵本の国の大冒険,"￥9,500","￥9,500代",0,64
1993-02-19,-,4,SLG,アスミック,鋼鉄の騎士,"￥9,800","￥10,000代",0,64
1993-02-19,-,4,TAB,POW,喜国雅彦の雀闘士銅鑼王,"￥8,900","￥9,000代",0,0
1993-02-21,34,4,SHT,任天堂,スターフォックス,"￥9,800","￥10,000代",80,256
1993-02-26,-,4,ACT,アクレイムジャパン,バートの不思議な夢の大冒険,"￥8,800","￥9,000代",0,0
1993-02-26,31,4,ACT,コナミ,バットマンリターンズ,"￥8,800","￥9,000代",0,0
1993-02-26,-,4,ACT,ビクターエンタテインメント,バトルテック,"￥9,800","￥10,000代",0,16
1993-02-26,-,2,PUZ,ナムコ,コズモギャングザパズル,"￥7,900","￥8,000代",0,0
1993-02-26,-,6,RAC,ビデオシステム,F-1GRANDPRIXPARTⅡ,"￥9,800","￥10,000代",0,64
1993-02-26,-,6,RPG,サンソフト,Xak(サーク),"￥9,600","￥9,500代",0,64
1993-02-26,-,4,SLG,イマジニア,シムアント,"￥12,800","￥13,000代",0,256
1993-02-26,-,4,SLG,エンジェル,織田信長覇王の軍団,"￥9,500","￥9,500代",0,64
1993-02-26,-,4,SLG,光栄,リーディングカンパニー,"￥12,800","￥13,000代",0,64
