発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント
1992-04-27,1,4,ACT,任天堂,星のカービィ,"￥2,900","￥3,000代",172
1992-04-28,1,3,SLG,シグマ商事,ポケットバトル,"￥3,500","￥3,500代",0
1992-04-28,1,3,STG,アルトロン,レッドオクトーバーを追え,"￥4,500","￥4,500代",0
1992-05-02,1,3,ACT,ケムコ,スパイVSスパイとらっぱーず天国,"￥3,800","￥4,000代",0
1992-05-02,1,2,PZL,エポック社,パネルの忍者ケサマルサラ姫お助け申す！の巻,"￥3,500","￥3,500代",0
1992-05-29,1,4,STG,任天堂,X(エックス),"￥3,900","￥4,000代",0
1992-06-26,1,3,ACT,イマジニア,スーパーハンチバック,"￥3,800","￥4,000代",0
1992-06-26,1,2,PZL,ヘクト,ソリテア,"￥3,900","￥4,000代",0
1992-06-26,1,3,ACT,アルトロン,ホーム・アローン,"￥4,500","￥4,500代",0
1992-07-03,1,4,RPG,やのまん,うる星やつらミス友引を捜せ！,"￥5,200","￥5,000代",0
1992-07-10,1,3,ACT,バンダイ,マジカル☆タルるートくん2ライバーゾーンパニック！！,"￥3,500","￥3,500代",0
1992-07-17,1,3,SPT,コナミ,コナミックスポーツインバルセロナ,"￥3,500","￥3,500代",0
1992-07-17,1,4,RPG,バンプレスト,らんま1/2熱烈格闘編,"￥3,980","￥4,000代",0
1992-07-17,1,4,SLG,ベック,宇宙戦艦ヤマト,"￥3,900","￥4,000代",0
1992-07-17,1,4,SPT,徳間書店インターメディア,東尾修監修プロ野球スタジアム'92,"￥4,800","￥5,000代",0
1992-07-24,1,4,ACT,テクノスジャパン,ダウンタウン熱血行進曲どこでも運動会,"￥3,800","￥4,000代",0
1992-07-24,1,4,ACT,カプコン,バイオニックコマンドー,"￥3,500","￥3,500代",0
1992-07-24,1,3,ACT,NCS,プリンス・オブ・ペルシャ,"￥3,980","￥4,000代",0
1992-07-30,1,3,SPT,ナムコ,ファミスタ2,"￥3,500","￥3,500代",0
1992-07-31,1,4,STG,やのまん,ペンタドラゴン,"￥4,800","￥5,000代",0
1992-07-31,1,4,ACT,アイレム,大工の源さんゴーストビルディングカンパニー,"￥3,800","￥4,000代",0
1992-08-07,1,4,ETC,タカラ,クイズ世界はSHOWBYショーバイ！！,"￥3,980","￥4,000代",0
1992-08-07,1,3,TBL,ココナッツジャパンエンターテイメント,シーザースパレス,"￥3,980","￥4,000代",0
1992-08-07,1,3,ETC,タカラ,ちびまる子ちゃん4これが日本だよ！王子さま,"￥3,800","￥4,000代",0
1992-08-07,1,3,ETC,コナミ,ゲームボーイ電子手帳ナノノート,"￥4,500","￥4,500代",0
1992-08-07,1,3,FTG,バンプレスト,バーサスヒーロー格闘王への道,"￥3,980","￥4,000代",0
1992-08-07,1,4,ACT,トンキンハウス,マサカリ伝説金太郎アクション編,"￥3,980","￥4,000代",0
1992-08-11,1,4,RAC,バリエ,中嶋悟監修F-1HEROGB'92THEGRADEDDRIVER,"￥3,980","￥4,000代",0
1992-08-28,1,4,SPT,ホット・ビィ,ハイパーブラックバス,"￥4,500","￥4,500代",0
1992-09-04,1,4,SLG,バンダイ,SDガンダムSD戦国伝3新SD戦国伝地上最強編,"￥4,800","￥5,000代",0
1992-09-04,1,4,RPG,ケムコ,セレクション2暗黒の封印,"￥4,800","￥5,000代",0
1992-09-12,1,3,FTG,ユタカ,キン肉マンザ☆ドリームマッチ,"￥3,500","￥3,500代",0
1992-09-14,1,5,RPG,任天堂,カエルの為に鐘は鳴る,"￥3,900","￥4,000代",0
1992-09-17,1,4,RPG,ナムコ,ビタミーナ王国物語,"￥4,900","￥5,000代",0
1992-09-25,1,3,SPT,コナミ,コナミックバスケット,"￥3,500","￥3,500代",0
1992-09-25,1,3,SLG,ナグザット,メルヘン倶楽部,"￥3,800","￥4,000代",0
1992-09-30,1,4,SLG,光栄,三国志GB版,"￥6,800","￥7,000代",0
1992-10-09,1,3,ETC,ココナッツジャパンエンターテイメント,パチンコかぐや姫,"￥3,864","￥4,000代",0
1992-10-16,1,2,ETC,ヘクト,3分予想馬番倶楽部,"￥5,800","￥6,000代",0
1992-10-16,1,1,PZL,BPS,SPOT,"￥3,500","￥3,500代",0
1992-10-16,1,4,RPG,やのまん,アレサ3,"￥4,800","￥5,000代",0
1992-10-16,1,3,SPT,バンプレスト,バトルドッジボール,"￥4,980","￥5,000代",0
1992-10-21,1,5,ACT,任天堂,スーパーマリオランド26つの金貨,"￥3,900","￥4,000代",270
1992-10-23,1,3,ACT,ミサワエンターテイメント,アダムスファミリー,"￥3,900","￥4,000代",0
1992-10-30,1,1,ACT,ヒロ,キョロちゃんランド,"￥3,980","￥4,000代",0
1992-10-30,1,3,ACT,ジャレコ,ランバート,"￥4,000","￥4,000代",0
1992-11-06,1,4,ACT,ジャレコ,ファンタズム,"￥3,900","￥4,000代",0
1992-11-13,1,4,RPG,バンダイ,セイントパラダイス最強の戦士たち,"￥4,800","￥5,000代",0
1992-11-13,1,3,RAC,ココナッツジャパンエンターテイメント,フェラーリ,"￥4,300","￥4,500代",0
1992-11-20,1,3,ACT,データイースト,タンブルポップ,"￥3,800","￥4,000代",0
1992-11-21,1,3,PZL,任天堂,ヨッシーのクッキー,"￥2,900","￥3,000代",0
1992-11-27,1,4,ACT,ハドソン,GB原人,"￥3,980","￥4,000代",0
1992-11-27,1,4,ETC,トミー,アメリカ横断ウルトラクイズPART3チャンピオン大会,"￥3,500","￥3,500代",0
1992-11-27,1,3,ETC,ビーアイ,きんぎょ注意報！2ぎょぴちゃんを探せ！,"￥4,980","￥5,000代",0
1992-11-27,1,3,SPT,コナミ,コナミックアイスホッケー,"￥3,500","￥3,500代",0
1992-11-27,1,4,ACT,サンソフト,トリップワールド,"￥3,500","￥3,500代",0
1992-11-27,1,3,ACT,トミー,元気爆発ガンバルンガー,"￥3,800","￥4,000代",0
1992-12-11,1,3,STG,アイレム,R-TYPE2,"￥3,800","￥4,000代",0
1992-12-11,1,4,ACT,ユタカ,スーパービックリマン伝説の石版,"￥3,800","￥4,000代",0
1992-12-11,1,4,ACT,アイレム,ぬ～ぼ～,"￥3,800","￥4,000代",0
1992-12-11,1,3,ACT,トミー,ミラクルアドベンチャーエスパークス失われた聖石ペリヴァロン,"￥3,800","￥4,000代",0
1992-12-11,1,4,ACT,カプコン,ロックマンワールド3,"￥3,500","￥3,500代",0
1992-12-15,1,3,SLG,エニックス,ダンジョンランド,"￥4,600","￥4,500代",0
1992-12-18,1,4,ETC,アテナ,クイズ日本昔話アテナのハテナ？,"￥3,980","￥4,000代",0
1992-12-18,1,3,ACT,ケムコ,ドクターフランケン,"￥3,900","￥4,000代",0
1992-12-18,1,3,ACT,アルトロン,トムとジェリー,"￥4,500","￥4,500代",0
1992-12-18,1,3,RPG,バップ,ひとりでできるもん！クッキング伝説,"￥3,900","￥4,000代",0
1992-12-18,1,3,ACT,ケムコ,ミッキーズチェイス,"￥3,800","￥4,000代",0
1992-12-18,1,3,ACT,ユタカ,宇宙の騎士テッカマンブレード,"￥3,500","￥3,500代",0
1992-12-18,1,3,STG,T＆Eソフト,地球解放軍ZAS,"￥3,500","￥3,500代",0
1992-12-18,1,3,ACT,エンジェル,美少女戦士セーラームーン,"￥3,500","￥3,500代",0
1992-12-18,1,4,ETC,アイレム,木づちだクイズだ源さんだ！,"￥3,800","￥4,000代",0
1992-12-19,1,3,ACT,エポック社,ドラえもん2アニマル惑星伝説,"￥3,900","￥4,000代",0
1992-12-22,1,3,TBL,イマジニア,4IN1FUNPACK,"￥3,800","￥4,000代",0
1992-12-22,1,4,ACT,サン電子,LOONEYTUNESバックスバニーとゆかいな仲間たち,"￥3,600","￥3,500代",0
1992-12-25,1,3,STG,PCMコンプリート,ゼノン2メガブラスト,"￥3,864","￥4,000代",0
1992-12-25,1,2,ACT,ナムコ,バーコードボーイバトルスペース,"￥8,300","￥8,500代",0
1992-12-25,1,4,RPG,アトラス,女神転生ラストバイブル,"￥5,300","￥5,500代",0
1992-12-26,1,4,RPG,アスキー,ウィザードリィ外伝2古代皇帝の呪い,"￥4,635","￥4,500代",0
1992-12-27,1,3,SPT,アイ・ジー・エス,Jリーグファイティングサッカー,"￥4,800","￥5,000代",0
1992-12-27,1,4,RPG,データイースト,ヘラクレスの栄光動き出した神々,"￥4,800","￥5,000代",0
1993-01-03,1,4,ACT,コナミ,悪魔城スペシャルぼくドラキュラくん,"￥3,800","￥4,000代",0
1993-01-08,1,3,RAC,ジャレコ,ダーティ・レーシング,"￥3,900","￥4,000代",0
1993-01-29,1,3,TBL,バリエ,新日本プロレスリング闘魂三銃士,"￥3,980","￥4,000代",0
1993-01-29,1,3,SPT,タイトー,リングレイジ,"￥3,900","￥4,000代",0
1993-02-12,1,3,ADV,ビーアイ,サンダーバード,"￥3,980","￥4,000代",0
1993-02-19,1,5,RPG,ビック東海,ザードの伝説2偽神の領域,"￥4,900","￥5,000代",0
1993-02-26,1,4,RPG,バンプレスト,ONI3黒の破壊神,"￥4,980","￥5,000代",0
1993-02-26,1,3,ACT,アクレイムジャパン,バートのサバイバルキャンプ,"￥3,980","￥4,000代",0
1993-02-26,1,3,ACT,ロジーク,バーニングペーパー,"￥3,200","￥3,000代",0
1993-02-26,1,4,ACT,ハドソン,高橋名人の冒険島3,"￥3,800","￥4,000代",0
1993-03-12,1,4,ETC,バンダイ,CLUTMASTERウルトラマンに魅せられて,"￥3,800","￥4,000代",0
1993-03-19,1,3,SPT,イマジニア,GBバスケットボール,"￥3,900","￥4,000代",0
1993-03-19,1,3,ACT,アルトロン,キラートマト,"￥4,500","￥4,500代",0
1993-03-19,1,4,SPT,マイクロワールド,ザ・キックボクシング,"￥4,200","￥4,000代",0
1993-03-19,1,2,PZL,キャラクターソフト,サンリオカーニバル2,"￥3,296","￥3,500代",0
1993-03-19,1,3,TBL,バップ,ダブル役満,"￥4,500","￥4,500代",0
1993-03-19,1,4,RPG,ソフエル,モンスターメーカー2ウルの秘剣,"￥4,980","￥5,000代",0
1993-03-26,1,2,ETC,ビック東海,G1キング！三匹の予想屋,"￥5,900","￥6,000代",0
1993-03-26,1,4,FTG,コナミ,アウトバースト,"￥4,000","￥4,000代",0
1993-03-26,1,3,ACT,ハドソン,ミロンの迷宮組曲,"￥3,800","￥4,000代",0
1993-04-09,1,3,ACT,バンダイ,クレヨンしんちゃんオラとシロはお友達だよ,"￥3,500","￥3,500代",0
1993-04-16,1,3,SPT,アクレイムジャパン,NBAオールスターチャレンジ2,"￥3,900","￥4,000代",0
1993-04-16,1,4,ACT,カプコン,魔界村外伝THEDEMONDARKNESS,"￥3,500","￥3,500代",0
1993-04-23,1,3,ACT,ケムコ,ミッキーマウス4魔法のラビリンス,"￥3,900","￥4,000代",0
1993-05-21,1,3,SPT,アクレイムジャパン,WWFスーパースターズ2,"￥3,980","￥4,000代",0
1993-05-21,1,2,ACT,ジャレコ,妖精物語ロッドランド,"￥3,900","￥4,000代",0
1993-05-28,1,3,ACT,タイトー,バブルボブルJr,"￥3,600","￥3,500代",0
1993-05-28,1,3,SLG,イマジニア,ポピュラス外伝,"￥4,900","￥5,000代",0
1993-05-28,1,4,RAC,ロジーク,鈴木亜久里F1スーパードライビング,"￥3,900","￥4,000代",0
1993-06-06,1,5,RPG,任天堂,ゼルダの伝説夢をみる島,"￥3,900","￥4,000代",0
1993-06-18,1,3,ETC,ココナッツジャパンエンターテイメント,パチスロキッズ,"￥3,980","￥4,000代",0
1993-06-25,1,2,PZL,イマジニア,スプリッツ似顔絵15ゲーム,"￥3,900","￥4,000代",0
1993-06-25,1,4,ACT,日本物産,ブービーボーイズ,"￥3,800","￥4,000代",0
1993-07-09,1,3,ACT,アクレイムジャパン,エイリアン3,"￥3,980","￥4,000代",0
1993-07-16,1,4,SPT,テクノスジャパン,びっくり熱血新記録！どこでも金メダル,"￥3,800","￥4,000代",0
1993-07-16,1,2,SPT,EAビクター,マイケルジョーダンONEONONE,"￥3,900","￥4,000代",0
1993-07-20,1,4,RPG,コナミ,ゴッドメディスンファンタジー世界の誕生,"￥4,500","￥4,500代",0
1993-07-23,1,3,SPT,ジャレコ,Jカップサッカー,"￥3,900","￥4,000代",0
1993-07-23,1,3,RPG,バップ,ミステリアム,"￥4,500","￥4,500代",0
1993-07-23,1,3,SPT,アスク講談社,ああ播磨灘,"￥4,500","￥4,500代",0
1993-07-23,1,2,SPT,ミサワエンターテイメント,ジミーコナーズのプロテニスツアー,"￥3,900","￥4,000代",0
1993-07-23,1,4,FTG,トミー,幽☆遊☆白書,"￥3,980","￥4,000代",0
1993-07-30,1,4,ACT,アイレム,主役戦隊アイレムファイター,"￥3,800","￥4,000代",0
1993-07-30,1,2,ETC,日本クラリービジネス,的中ラッシュ,"￥6,900","￥7,000代",0
1993-07-30,1,3,ACT,バンプレスト,鉄球ファイト！ザ・グレイトバトル外伝,"￥3,980","￥4,000代",0
1993-08-06,1,3,PZL,ジャレコ,ソルダム,"￥3,900","￥4,000代",0
1993-08-06,1,4,RPG,バンプレスト,らんま1/2格劇問答！！,"￥3,980","￥4,000代",0
1993-08-08,1,4,ACT,ハドソン,桃太郎電劇,"￥4,500","￥4,500代",0
1993-08-10,1,3,ETC,ナムコ,モンスターメーカーバーコードサーガ,"￥3,800","￥4,000代",0
1993-08-19,1,3,TBL,バップ,ダブル役満Jr.,"￥4,800","￥5,000代",0
1993-08-20,1,3,ACT,ユタカ,仮面ライダーSD走れ！マイティライダーズ,"￥3,599","￥3,500代",0
1993-08-27,1,4,SPT,アクレイムジャパン,MVPベースボール,"￥4,500","￥4,500代",0
1993-08-27,1,3,RAC,ナムコ,ファミリージョッキー2名馬の血統,"￥4,500","￥4,500代",0
1993-08-27,1,3,ETC,キングレコード,勝馬予想競馬貴族,"￥5,900","￥6,000代",0
1993-09-10,1,4,ETC,バンダイ,カルトジャンプ,"￥3,800","￥4,000代",0
1993-09-17,1,3,TBL,バップ,ダブル役満2,"￥4,800","￥5,000代",0
1993-09-23,1,3,PZL,イマジニア,レミングス,"￥3,900","￥4,000代",0
1993-09-24,1,3,ACT,アスク講談社,エイリアンVSプレデター,"￥4,500","￥4,500代",0
1993-09-25,1,5,RPG,アスキー,ウィザードリィ外伝3闇の聖典-SCRIPTUREOFTHEDARK-,"￥5,150","￥5,000代",0
1993-10-08,1,3,RAC,ナムコ,カットビロード,"￥4,800","￥5,000代",0
1993-10-22,1,3,ACT,バナレックス,クレヨンしんちゃん2オラとわんぱくごっこだゾ,"￥3,500","￥3,500代",0
1993-10-29,1,4,ETC,トミー,アメリカ横断ウルトラクイズPART4,"￥3,980","￥4,000代",0
1993-10-29,1,4,SPT,ナムコ,ファミスタ3,"￥4,900","￥5,000代",0
1993-10-29,1,5,ACT,カプコン,ロックマンワールド4,"￥3,500","￥3,500代",0
1993-11-19,1,4,RPG,ポニーキャニオン,ウルティマ失われたルーン2,"￥4,900","￥5,000代",0
1993-11-19,1,3,ETC,ココナッツジャパンエンターテイメント,パチ夫くん,"￥3,980","￥4,000代",0
1993-11-19,1,4,RPG,アトラス,女神転生ラストバイブル2,"￥5,300","￥5,500代",0
1993-11-26,1,3,ACT,コナミ,TMNT3タートルズ危機一発,"￥3,500","￥3,500代",0
1993-11-26,1,4,TBL,トミー,UNOスモールワールド,"￥3,980","￥4,000代",0
1993-11-27,1,4,TBL,任天堂,カービィのピンボール,"￥2,900","￥3,000代",112
1993-12-03,1,3,ACT,カプコン,ダックテイルズ2,"￥3,500","￥3,500代",0
1993-12-10,1,4,ETC,アイレム,アンダーカバーコップス破壊神ガルマァ,"￥3,800","￥4,000代",0
1993-12-10,1,4,ACT,ビーアイ,ピングー世界で1番元気なペンギン,"￥4,200","￥4,000代",0
1993-12-10,1,4,FTG,トミー,幽☆遊☆白書第2弾暗黒武術会編,"￥3,980","￥4,000代",0
1993-12-17,1,4,ACT,バンダイ,怪獣王ゴジラ,"￥3,800","￥4,000代",0
1993-12-17,1,3,ETC,アスミック,馬券王V3,"￥6,500","￥6,500代",0
1993-12-18,1,3,ACT,アイレム,最後の忍道,"￥3,800","￥4,000代",0
1993-12-22,1,3,ACT,コナミ,タイニートゥーンアドベンチャーズ2～バスターバニーのかっとびだいぼうけん～,"￥3,600","￥3,500代",0
1993-12-22,1,4,ACT,テクノスジャパン,ダウンタウンスペシャルくにおくんの時代劇だよ全員集合！,"￥4,800","￥5,000代",0
1993-12-22,1,3,ACT,ケムコ,ミッキーマウス5魔法のステッキ,"￥3,900","￥4,000代",0
1993-12-24,1,4,FTG,アクレイムジャパン,モータルコンバット神拳降臨伝説,"￥4,300","￥4,500代",0
1994-01-07,1,3,ACT,メサイヤ,バトルトード,"￥4,200","￥4,000代",0
1994-01-14,1,3,ACT,アルトロン,トムとジェリーPART2,"￥4,500","￥4,500代",0
1994-01-21,1,5,ACT,任天堂,スーパーマリオランド3ワリオランド,"￥3,900","￥4,000代",159
1994-02-11,1,3,ACT,ヴァージン,スポットクールアドベンチャー,"￥4,200","￥4,000代",0
1994-02-11,1,3,ACT,ココナッツジャパンエンターテイメント,バーチャルウォーズ,"￥4,900","￥5,000代",0
1994-02-18,1,4,TBL,ハドソン,スーパー桃太郎電鉄2,"￥4,500","￥4,500代",0
1994-02-18,1,3,PZL,光栄,ホイホイゲームボーイ版,"￥4,800","￥5,000代",0
1994-02-18,1,4,SPT,ジャレコ,武田修宏のエースストライカー,"￥4,900","￥5,000代",0
1994-02-25,1,3,STG,アクレイムジャパン,T-2ザ・アーケードゲーム,"￥3,890","￥4,000代",0
1994-03-03,1,4,ETC,バンダイ,ウェルカムなかよしパーク,"￥3,800","￥4,000代",0
1994-03-11,1,4,RPG,バンプレスト,ONI4鬼神の血族,"￥4,980","￥5,000代",0
1994-03-11,1,3,ACT,バンダイ,疾風！アイアンリーガー,"￥3,500","￥3,500代",0
1994-03-18,1,3,TBL,サミー工業,雀四郎2,"￥4,200","￥4,000代",0
1994-03-25,1,3,SPT,アクレイムジャパン,WWFキングオブザリング,"￥4,200","￥4,000代",0
1994-03-25,1,5,PZL,ビック東海,ルクル,"￥4,800","￥5,000代",0
1994-03-25,1,3,PZL,イマジニア,ロロの大冒険,"￥3,900","￥4,000代",0
1994-03-25,1,4,ACT,バンプレスト,剣勇伝説ヤイバ,"￥3,980","￥4,000代",0
1994-03-25,1,4,ACT,アイレム,大工の源さん～ロボット帝国の野望～,"￥3,800","￥4,000代",0
1994-03-25,1,3,PZL,エニックス,南国少年パプワくんガンマ団の野望,"￥3,900","￥4,000代",0
1994-03-26,1,3,ACT,バンダイ,クレヨンしんちゃん3オラのごきげんアスレチック,"￥3,500","￥3,500代",0
1994-04-01,1,3,ETC,タイトー,Mr.GOの馬券的中術,"￥5,900","￥6,000代",0
1994-04-02,1,3,SPT,EAV,Jリーグウィニングゴール,"￥5,980","￥6,000代",0
1994-04-08,1,2,TBL,イマジニア,詰め将棋～百番将棋～,"￥4,700","￥4,500代",0
1994-04-15,1,1,ACT,アテナ,モグラでポン！,"￥3,900","￥4,000代",0
1994-04-15,1,2,TBL,アイマックス,詰め将棋問題提供「将棋世界」,"￥4,700","￥4,500代",0
1994-04-22,1,4,ACT,ハドソン,GB原人ランドビバ！ちっくん王国,"￥3,800","￥4,000代",0
1994-04-22,1,3,PZL,ココナッツジャパンエンターテイメント,パチ夫くんキャッスル,"￥3,980","￥4,000代",0
1994-04-22,1,4,PZL,ココナッツジャパンエンターテイメント,フィジェッツ,"￥4,300","￥4,500代",0
1994-04-22,1,4,RPG,カプコン,天地を喰らう,"￥4,600","￥4,500代",0
1994-04-22,1,4,ACT,エンジェル,美少女戦士セーラームーンR,"￥3,800","￥4,000代",0
1994-04-28,1,3,PZL,ビクターエンタテインメント,ノンタンといっしょくるくるぱずる,"￥3,900","￥4,000代",0
1994-04-29,1,4,ACT,サンソフト,ルーニー・トゥーンズそれゆけ！スピーディー・ゴンザレス,"￥3,900","￥4,000代",0
1994-05-27,1,4,PZL,テクノスジャパン,太陽の天使マーロー～お花畑は大パニック～,"￥3,900","￥4,000代",0
1994-06-03,1,4,RPG,トミー,幽☆遊☆白書第3弾魔界の扉編,"￥3,980","￥4,000代",0
1994-06-10,1,4,ETC,ヴィジット,ザ・心理ゲーム,"￥4,500","￥4,500代",0
1994-06-10,1,3,ETC,ココナッツジャパンエンターテイメント,パチスロキッズ2,"￥4,500","￥4,500代",0
1994-06-14,1,3,PZL,任天堂,テトリスフラッシュ,"￥2,900","￥3,000代",0
1994-06-14,1,5,ACT,任天堂,ドンキーコング,"￥3,900","￥4,000代",0
1994-06-17,1,3,SPT,ココナッツジャパンエンターテイメント,ワールドカップストライカー,"￥4,500","￥4,500代",0
1994-06-30,1,5,FTG,タカラ,熱闘サムライスピリッツ,"￥4,660","￥4,500代",0
1994-07-01,1,5,PZL,ホリ電気,ろっくん！もんすたぁ！！,"￥3,900","￥4,000代",0
1994-07-15,1,4,ACT,ビデオシステム,キテレツ大百科冒険大江戸ジュラ紀,"￥3,900","￥4,000代",0
1994-07-15,1,4,SPT,メサイヤ,全日本プロレスジェット,"￥4,880","￥5,000代",0
1994-07-22,1,5,ACT,カプコン,ロックマンワールド5,"￥3,800","￥4,000代",0
1994-07-29,1,3,ETC,サミー工業,GBパチスロ必勝法Jr.,"￥4,777","￥5,000代",0
1994-07-29,1,3,PZL,アクレイムジャパン,クリスティワールド,"￥3,980","￥4,000代",0
1994-07-29,1,4,ACT,バンダイ,ジャングルの王者ターちゃん,"￥3,980","￥4,000代",0
1994-07-29,1,4,ETC,アイマックス,パチスロワールドカップ'94,"￥4,500","￥4,500代",0
1994-07-29,1,3,SPT,サンソフト,ワールドカップUSA'94,"￥4,800","￥5,000代",0
1994-07-29,1,3,ETC,キングレコード,勝馬予想競馬貴族EX'94,"￥6,900","￥7,000代",0
1994-07-29,1,4,SPT,テクノスジャパン,熱血！ビーチバレーだよくにおくん,"￥3,800","￥4,000代",0
1994-07-29,1,5,FTG,タカラ,熱闘餓狼伝説2あらたなるたたかい,"￥4,660","￥4,500代",0
1994-07-31,1,4,PZL,バンプレスト,ぷよぷよ,"￥3,980","￥4,000代",0
1994-08-05,1,3,ETC,ビーアイ,3丁目のタマタマ＆フレンズ3丁目お化けパニック！！,"￥3,980","￥4,000代",0
1994-08-05,1,4,ACT,東宝・小学館プロダクション,ポコニャン！夢の大冒険,"￥4,300","￥4,500代",0
1994-08-10,1,4,ACT,ハドソン,ボンバーマンGB,"￥4,300","￥4,500代",0
1994-08-11,1,4,SPT,バンダイ,TVアニメスラムダンクがけっぷちの決勝リーグ,"￥3,980","￥4,000代",0
1994-08-26,1,4,ACT,エンジェル,ウルトラマン超闘士激伝,"￥3,800","￥4,000代",0
1994-08-26,1,3,ACT,バンダイ,クレヨンしんちゃん4オラのいたずら大変身,"￥3,800","￥4,000代",0
1994-09-09,1,4,RPG,バンダイ,新SDガンダム外伝ナイトガンダム物語,"￥3,980","￥4,000代",0
1994-09-16,1,3,SPT,バップ,スーパーストリートバスケットボール2,"￥4,800","￥5,000代",0
1994-09-16,1,2,ETC,ヴィジット,連対王,"￥5,500","￥5,500代",0
1994-09-22,1,4,TBL,バンダイ,とっても！ラッキーマンラッキークッキーみんな大好きー,"￥3,980","￥4,000代",0
1994-09-23,1,3,ACT,コナミ,魂斗羅スピリッツ,"￥3,800","￥4,000代",0
1994-09-30,1,2,TBL,ツクダオリジナル,オセロワールド,"￥3,900","￥4,000代",0
1994-09-30,1,3,ACT,アクレイムジャパン,バートのジャックと豆の木,"￥3,900","￥4,000代",0
1994-09-30,1,4,ACT,サンソフト,ルーニー・トゥーンズダフィー・ダック,"￥4,300","￥4,500代",0
1994-10-07,1,4,ETC,日本物産,本命ボーイ,"￥6,700","￥6,500代",0
1994-10-14,1,4,ETC,ヴィジット,ザ・心理ゲーム2大阪編,"￥4,500","￥4,500代",0
1994-10-19,1,3,TBL,魔法,詰め将棋神吉五段,"￥4,900","￥5,000代",0
1994-10-19,1,3,TBL,魔法,詰碁シリーズ1藤沢秀行名誉棋聖,"￥4,900","￥5,000代",0
1994-10-21,1,4,ACT,ハドソン,GB原人2,"￥3,980","￥4,000代",0
1994-10-28,1,4,ETC,ユタカ,TVチャンピオン,"￥3,980","￥4,000代",0
1994-10-28,1,2,TBL,アルトロン,チェスマスター,"￥4,500","￥4,500代",0
1994-10-28,1,5,RPG,トンキンハウス,マサカリ伝説金太郎RPG編,"￥4,660","￥4,500代",0
1994-10-28,1,3,ETC,アスミック,馬券王TV'94,"￥6,500","￥6,500代",0
1994-11-11,1,4,FTG,アクレイムジャパン,モータルコンバット2究極神拳,"￥4,200","￥4,000代",0
1994-11-18,1,4,TBL,日本物産,ニチブチマージャン吉本劇場,"￥4,800","￥5,000代",0
1994-11-18,1,3,ETC,イマジニア,携帯競馬エイトスペシャル,"￥6,900","￥7,000代",0
1994-11-25,1,3,ACT,コナミ,タイニートゥーンアドベンチャーズ3～ドキドキスポーツフェスティバル～,"￥3,800","￥4,000代",0
1994-11-25,1,4,RPG,バンダイ,ドラゴンボールZ悟空飛翔伝,"￥3,800","￥4,000代",0
1994-11-25,1,3,ETC,ココナッツジャパンエンターテイメント,パチ夫くん2,"￥4,500","￥4,500代",0
1994-11-25,1,2,TBL,イマジニア,本将棋,"￥4,980","￥5,000代",0
1994-12-09,1,3,PZL,ナムコ,パックパニック,"￥3,500","￥3,500代",0
1994-12-09,1,4,FTG,トミー,幽☆遊☆白書第4弾魔界統一編,"￥3,980","￥4,000代",0
1994-12-16,1,5,ACT,ハドソン,桃太郎電劇2,"￥4,500","￥4,500代",0
1994-12-20,1,2,PZL,四次元,スーパースネーキー,"￥3,800","￥4,000代",0
1994-12-22,1,3,ACT,ベック,ウルトラマンボール,"￥3,800","￥4,000代",0
1994-12-22,1,4,TBL,ビック東海,トコロ'SまあじゃんJr.,"￥4,800","￥5,000代",0
1994-12-23,1,3,ACT,ココナッツジャパンエンターテイメント,インディージョーンズ最後の聖戦,"￥4,300","￥4,500代",0
1994-12-23,1,3,TBL,アテナ,プロ麻雀極GB,"￥4,900","￥5,000代",0
1994-12-23,1,4,TBL,魔法,将棋最強,"￥4,980","￥5,000代",0
1994-12-23,1,3,TBL,四次元,灘麻太朗のパワフル麻雀～次の一手100題～,"￥4,800","￥5,000代",0
1995-01-03,1,4,ACT,ナムコ,パックインタイム,"￥3,800","￥4,000代",0
1995-01-13,1,4,RPG,カルチャーブレーン,スーパーチャイニーズランド3,"￥4,200","￥4,000代",0
1995-01-27,1,3,ETC,マジファクト,パチスロ必勝ガイドGB,"￥4,500","￥4,500代",0
1995-01-27,1,4,FTG,バンプレスト,バトルクラッシャー,"￥3,980","￥4,000代",0
1995-01-27,1,4,ETC,バンダイ,ママレード・ボーイ,"￥3,980","￥4,000代",0
1995-02-24,1,5,FTG,タカラ,熱闘ワールドヒーローズ2JET,"￥4,660","￥4,500代",0
1995-03-03,1,3,TBL,トミー,UNO2スモールワールド,"￥3,800","￥4,000代",0
1995-03-03,1,5,RPG,アトラス,アナザ・バイブル,"￥5,500","￥5,500代",0
1995-03-03,1,4,SLG,エンジェル,ガメラ大怪獣空中決戦,"￥3,980","￥4,000代",0
1995-03-14,1,4,PZL,任天堂,マリオのピクロス,"￥3,900","￥4,000代",0
1995-03-17,1,4,SPT,アクレイムジャパン,NFLクォーターバッククラブ'95,"￥3,900","￥4,000代",0
1995-03-17,1,5,SPT,バンダイ,TVアニメスラムダンク2全国へのTIPPOFF,"￥4,200","￥4,000代",0
1995-03-17,1,3,PZL,BPS,スーパーボンブリス,"￥4,500","￥4,500代",0
1995-03-21,1,5,ACT,任天堂,星のカービィ2,"￥3,900","￥4,000代",151
