発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,売り上げ本数TOP50,ハード,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？
1991-09-27,-,4,RAC,バリエ,中嶋悟監修F-1ヒーロー2,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1991-10-04,-,4,ETC,ナムコ,ちびまる子ちゃんうきうきショッピング,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-10-05,-,4,RPG,ユタカ,からくり剣豪伝ムサシロード～からくり人疾走る～,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-10-12,-,5,RPG,バンダイ,SDガンダム外伝ナイトガンダム物語2光の騎士,"￥8,200","￥8,000代",0,1,-,-,-,-,-
1991-10-25,-,5,RPG,ナツメ,カオスワールド,"￥7,000","￥7,000代",0,1,-,-,-,-,-
1991-10-25,-,4,ACT,シグマ商事,たいむゾーン,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1991-10-26,-,4,ACT,エンジェル,特救指令ソルブレイン,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1991-10-30,-,4,PZL,ヘクト,グレートディール,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-11-01,-,5,TAB,トミー,モノポリー,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-11-15,-,4,ACT,ビクター音楽産業,スターウォーズ(ビクター製),"￥6,700","￥6,500代",0,1,-,-,-,-,-
1991-11-15,-,5,RPG,テクモ,ラディア戦記黎明篇,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1991-11-15,-,4,ADV,タカラ,少年アシベネパール大冒険の巻,"￥6,980","￥7,000代",0,1,-,-,-,-,-
1991-11-15,-,4,ACT,アイレム,大工の源さん,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-11-15,-,4,SHT,ソフエル,地底戦空バゾルダー,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1991-11-22,-,6,TAB,ココナッツジャパン,パチ夫くん4,"￥8,800","￥9,000代",0,1,-,-,-,-,-
1991-11-22,-,2,PZL,キャラクターソフト,みんなのたあ坊のなかよし大作戦,"￥3,980","￥4,000代",0,1,-,-,-,-,-
1991-11-22,-,5,SPT,ジャレコ,燃えプロ！最強編,"￥6,700","￥6,500代",0,1,-,-,-,-,-
1991-11-29,-,6,TAB,トミー,アメリカ横断ウルトラクイズ史上最大の戦い,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1991-11-29,-,4,TAB,アイマックス,ファミコン囲碁入門,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-11-29,-,4,SLG,コナミ,ランパート,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-12-06,-,4,ACT,東亜プラン,スノーブラザーズ,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-12-06,-,6,ACT,カプコン,ロックマン4新たなる野望！？,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1991-12-06,-,4,ACT,ナムコ,平成天才バカボン,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-12-13,-,4,TAB,ヨネザワ,ギミアぶれいく史上最強のクイズ王決定戦,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1991-12-13,-,4,ACT,ジャレコ,つるピカハゲ丸めざせ！つるセコの証,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1991-12-13,-,5,ACT,コナミ,ティーンエージミュータントニンジャタートルズ2ザ・マンハッタンプロジェクト,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1991-12-13,-,5,SPT,テクモ,テクモスーパーボウル,"￥7,980","￥8,000代",0,1,-,-,-,-,-
1991-12-13,30,4,PZL,BPS,テトリス2+ボンブリス,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-12-14,-,4,PZL,任天堂,ヨッシーのたまご,"￥4,757","￥5,000代",0,1,-,-,-,16位,-
1991-12-20,-,4,ACT,アスミック,アスミッくんランド,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1991-12-20,-,4,ETC,アルトロン,アンタッチャブル,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-12-20,-,4,ACT,サンソフト,ダイナマイトバットマン,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-12-20,-,4,ACT,コナミ,タイニートゥーンアドベンチャーズ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1991-12-20,-,5,ACT,アイレム,パーマンPART2秘密結社マドー団をたおせ！,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1991-12-20,30,5,ACT,日本コンピュータシステム,バトルトード,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-12-20,-,4,ACT,タカラ,バナナン王子の大冒険,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1991-12-20,-,4,SPT,ナムコ,ファミスタ'92,"￥5,000","￥5,000代",0,1,-,-,-,-,-
1991-12-20,32,4,SLG,アスキー,ベスト競馬ダービースタリオン,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-12-20,-,5,RPG,ソフエル,モンスターメーカー7つの秘宝,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-12-20,-,4,TAB,ココナッツジャパン,東京パチスロアドベンチャー,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-12-20,-,5,TAB,タイトー,爆笑！！人生劇場3,"￥6,400","￥6,500代",0,1,-,-,-,-,-
1991-12-21,-,5,SLG,ユタカ,SDガンダムガチャポン戦士4ニュータイプストーリー,"￥8,500","￥8,500代",0,1,-,-,-,-,-
1991-12-21,-,6,SLG,光栄,信長の野望武将風雲録,"￥11,800","￥12,000代",0,1,-,-,-,-,-
1991-12-21,-,4,ACT,エンジェル,鳥人戦隊ジェットマン,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1991-12-25,-,4,ACT,アトラス,チキチキマシン猛レース,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-12-26,-,4,SLG,ヨネザワ,バトルストーム,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-12-27,-,4,ETC,ホットビィ,ザ・ブルーマリーン,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1991-12-27,-,4,ACT,エピックソニー,ハドソンホーク,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1991-12-29,-,5,RPG,ユタカ,ウルトラマン倶楽部3またまた出撃！！ウルトラ兄弟,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1991-12-29,-,6,RPG,バンダイ,ファミコンジャンプⅡ最強の7人,"￥8,500","￥8,500代",0,1,-,-,-,-,-
1991-12-29,31,5,RPG,バンプレスト,第2次スーパーロボット大戦,"￥8,200","￥8,000代",0,1,-,-,-,-,-
1992-01-03,-,5,RPG,コナミ,がんばれゴエモン外伝2天下の財宝,"￥6,980","￥7,000代",0,1,-,-,-,-,-
1992-01-07,-,4,ACT,ジャレコ,ピザポップ,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1992-01-11,-,4,SHT,アイレム,太陽の勇者ファイバード,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-01-24,-,4,PZL,テクモ,ソロモンの鍵2クールミン島救出作戦,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1992-01-24,-,5,SLG,ヘクト,ビジネスウォーズ最強の企業戦略M＆A,"￥9,700","￥9,500代",0,1,-,-,-,-,-
1992-01-25,-,5,RPG,ポニーキャニオン,バーズテイルⅡTHEDISTINYKNIGHT,"￥7,000","￥7,000代",0,1,-,-,-,-,-
1992-01-30,-,5,TAB,ヘクト,将棋名鑑'92,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-01-31,-,5,ACT,サンソフト,ギミック,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1992-01-31,-,4,ACT,タイトー,ドンドコドン2,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1992-01-31,-,4,ACT,コナミ,バッキーオヘア,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1992-02-07,-,5,RAC,日本物産,F-1サーカス,"￥6,600","￥6,500代",0,1,-,-,-,-,-
1992-02-07,-,4,SPT,テクノスジャパン,いけいけ熱血ホッケー部「すべってころんで大乱闘」,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1992-02-14,-,4,ETC,アイマックス,ネイビーブルー,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1992-02-21,-,4,RPG,ポニーキャニオン,AdvancedDungeon＆Dragonsドラゴンオブフレイム,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-02-28,-,4,PZL,サミー工業,パズロット,"￥5,600","￥5,500代",0,1,-,-,-,-,-
1992-03-06,-,5,RPG,サミー工業,マジックキャンドル,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1992-03-06,-,4,ACT,タカラ,伝染るんです。かわうそハワイへ行く,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-03-10,-,4,TAB,ヘクト,囲碁指南'92,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-03-13,-,5,SPT,ナムコ,ナムコクラシックⅡ,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1992-03-14,-,5,SLG,任天堂,ファイアーエムブレム外伝,"￥6,600","￥6,500代",0,1,-,-,-,-,-
1992-03-19,-,4,SPT,タイトー,究極ハリキリ甲子園,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1992-03-20,-,5,ETC,ハドソン,SUPER桃太郎電鉄,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1992-03-20,-,4,ETC,エンジェル,それいけ！アンパンマンみんなでハイキングゲーム！,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1992-03-27,-,4,ACT,エピックソニー,HOOK,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1992-03-27,-,4,ACT,ホットビィ,WWFレッスルマニアチャレンジ,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1992-03-27,-,4,ACT,キャラクターソフト,ハローキティワールド,"￥4,800","￥5,000代",0,1,-,-,-,-,-
1992-03-27,-,4,ACT,ジャレコ,プラズマボール,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1992-03-28,-,4,SPT,サンソフト,炎の闘球児ドッジ弾平,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1992-04-17,-,2,ACT,タカラ,ひらけ！ポンキッキ,"￥4,980","￥5,000代",0,1,-,-,-,-,-
1992-04-17,-,6,ADV,ココナッツジャパン,舛添要一朝までファミコン,"￥7,980","￥8,000代",0,1,-,-,-,-,-
1992-04-24,-,4,RAC,科研,エキサイティングラリー,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1992-04-24,-,4,ACT,タイトー,わんぱくコックンのグルメワールド,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1992-04-24,-,4,ACT,アイレム,重力装甲メタルストーム,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1992-04-25,-,4,ADV,ユタカ,ひょっこりひょうたん島なぞのかいぞくせん,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1992-05-20,-,5,TAB,日本物産,麻雀大戦,"￥6,600","￥6,500代",0,1,-,-,-,-,-
1992-05-29,-,5,TAB,ヘクト,クイズプロジェクトQ,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-06-05,-,4,SPT,カプコン,CAPCOMバルセロナ'92,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1992-06-10,-,5,SLG,ナムコ,三国志Ⅱ覇王の大陸,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1992-06-19,-,4,ACT,バンダイ,まじかる☆タルるートくん2まほうだいぼうけん,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1992-06-26,30,5,RPG,コナミ,エスパードリーム2新たなる戦い,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-06-26,-,4,ACT,パックインビデオ,ターミネーター2,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1992-06-26,-,4,SPT,テクノスジャパン,びっくり熱血新記録はるかなる金メダル,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1992-06-26,-,4,SLG,アイジーエス,陰謀の惑星シャンカラ,"￥9,700","￥9,500代",0,1,-,-,-,-,-
1992-06-26,-,5,ACT,タイトー,聖鈴伝説リックル,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-07-03,-,4,SPT,ジーオーワン,THEGOLF'92(ザゴルフ92),"￥6,900","￥7,000代",0,1,-,-,-,-,-
1992-07-10,-,4,TAB,ココナッツジャパン,パチンコ大作戦2,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1992-07-17,-,4,SHT,ナグザット,SummerCarnical'92烈火(サマーカーニバル),"￥4,980","￥5,000代",0,1,-,-,-,-,-
1992-07-17,-,2,SPT,キャラクターソフト,サンリオカップポンポンバレー,"￥3,980","￥4,000代",0,1,-,-,-,-,-
1992-07-17,-,4,ACT,カプコン,レッドアリーマーⅡ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1992-07-17,-,4,ACT,トミー,三つ目がとおる,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1992-07-24,-,5,RPG,セタ,シルヴァサーガ,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1992-07-24,-,4,ACT,ジャレコ,闘魂倶楽部,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1992-07-29,-,4,ACT,ユタカ,魔法のプリンセスミンキーモモリメンバードリーム,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1992-07-31,-,4,ACT,ハドソン,高橋名人の冒険島Ⅲ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1992-08-07,-,5,SHT,パックインビデオ,エイセスアイアンイーグルⅢ,"￥7,400","￥7,500代",0,1,-,-,-,-,-
1992-08-07,-,5,RPG,バンダイ,ドラゴンボールZⅢ烈戦人造人間,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1992-08-07,-,4,ACT,タイトー,フリントストーンTHERESCUEOFDINO＆HOPPY,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-08-28,-,5,ACT,ヘクト,ムーンクリスタル,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1992-08-28,-,5,TAB,ヨネザワ,ギミアぶれいく史上最強のクイズ王決定戦2,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-08-29,-,4,ETC,アスキー,ダービースタリオン全国版,"￥7,200","￥7,000代",0,1,-,-,-,-,-
1992-09-14,-,4,ACT,任天堂,スーパーマリオUSA,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1992-09-18,-,5,ETC,ココナッツジャパン,1999ほれ、みたことか！世紀末,"￥7,300","￥7,500代",0,1,-,-,-,-,-
1992-09-22,-,5,RPG,ナムコ,ナムコプリズムゾーンドリームマスター,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1992-09-25,-,4,SPT,ジャレコ,ゴール(GOAL),"￥6,300","￥6,500代",0,1,-,-,-,-,-
1992-09-25,-,4,ACT,ケムコ,ミッキーマウスⅢ夢ふうせん,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1992-09-29,-,4,ACT,タイトー,キャプテンセイバー,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1992-10-09,-,5,ETC,バンプレスト,シャッフルファイト,"￥7,600","￥7,500代",0,1,-,-,-,-,-
1992-10-16,-,4,ETC,BPS,スポット,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1992-10-16,-,5,SLG,アスキー,ベストプレープロ野球スペシャル,"￥7,500","￥7,500代",0,1,-,-,-,-,-
1992-10-22,-,4,SPT,ナムコ,トップストライカー,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1992-10-23,-,5,RPG,バンダイ,SDガンダム外伝ナイトガンダム物語3伝説の騎士団,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1992-10-30,-,6,RPG,日本コンピュータシステム,ダブルムーン伝説,"￥7,900","￥8,000代",0,1,-,-,-,-,-
1992-11-06,-,4,ACT,エンジェル,恐竜戦隊ジュウレンジャー,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1992-11-13,-,4,ACT,アルトロン,トムとジェリー,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-11-13,-,4,RAC,ココナッツジャパン,フェラーリGRANDPRIXCHALLENGE,"￥7,300","￥7,500代",0,1,-,-,-,-,-
1992-11-20,-,4,RPG,トミー,コロンブス黄金の夜明け,"￥7,500","￥7,500代",0,1,-,-,-,-,-
1992-11-21,-,4,PZL,任天堂,ヨッシーのクッキー,"￥4,757","￥5,000代",0,1,-,対戦,20位,-,-
1992-11-27,-,4,ACT,コナミ,タイニートゥーンアドベンチャー2モンタナランドへようこそ,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1992-11-27,-,4,TAB,ヘクト,囲碁指南'93,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-12-04,-,4,PZL,バップ,ちいさなおばけアッチコッチソッチ,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-12-04,-,5,ACT,カプコン,ロックマン5ブルースの罠！？,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1992-12-04,-,5,TAB,ヘクト,将棋名鑑'93,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-12-08,-,5,ACT,ナムコ,ワギャンランド3,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1992-12-11,-,4,ACT,ヒロ,キョロちゃんランド,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1992-12-11,-,2,ACT,キャラクターソフト,ハローキティのおはなばたけ,"￥3,980","￥4,000代",0,1,-,-,-,-,-
1992-12-11,-,4,ACT,ジャレコ,妖精物語ロッドランド,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1992-12-15,-,6,RPG,エニックス,ジャストブリード,"￥9,700","￥9,500代",0,1,-,-,-,-,-
1992-12-18,-,4,ACT,サンソフト,バーコードワールド,"￥7,200","￥7,000代",0,1,-,-,-,-,-
1992-12-22,-,4,SLG,ユタカ,SDガンダムガチャポン戦士5バトルオブユニバーサルセンチュリー,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-12-22,-,4,SPT,ナムコ,ファミスタ'93,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1992-12-23,-,4,ACT,テクノスジャパン,熱血格闘伝説,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1992-12-25,-,4,ACT,エンジェル,ウルトラマン倶楽部怪獣大決戦,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1992-12-25,-,4,ACT,バンプレスト,グレイトバトルサイバー,"￥7,300","￥7,500代",0,1,-,-,-,-,-
1992-12-25,-,6,ETC,サミー工業,嗚呼！野球人生一直線,"￥7,300","￥7,500代",0,1,-,-,-,-,-
1992-12-29,-,5,ACT,バンダイ,[データック]ドラゴンボールZ激闘天下一武道会,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1993-01-14,-,2,PZL,キャラクターソフト,サンリオカーニバル2,"￥3,980","￥4,000代",0,1,-,-,-,-,-
1993-01-15,-,5,TAB,カプコン,ワイリー＆ライトのロックボードザッツパラダイス,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1993-01-22,-,4,ETC,エンジェル,仮面ライダーSDグランショッカーの野望,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1993-01-29,-,4,RAC,コナミ,F-1センセーション,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1993-02-05,32,4,ACT,コナミ,悪魔城ドラキュラ,"￥3,900","￥4,000代",0,1,-,-,-,-,-
1993-02-19,-,4,ACT,キャラクターソフト,けろけろけろっぴの大冒険2ドーナツ池はおおさわぎ,"￥5,400","￥5,500代",0,1,-,-,-,-,-
1993-02-19,-,6,SPT,バンプレスト,バトルベースボール,"￥8,600","￥8,500代",0,1,-,-,-,-,-
1993-02-26,-,4,ACT,コナミ,バイオミラクルぼくってウパ,"￥3,900","￥4,000代",0,1,-,-,-,-,-
1993-03-05,-,4,ACT,タイトー,バブルボブル2,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1993-03-05,-,5,SPT,ジャレコ,めざせ！トッププロ～グリーンに賭ける夢～,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1993-03-06,-,4,SPT,ジャレコ,USAアイスホッケーinFC,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1993-03-12,-,5,ACT,ビクター音楽産業,スターウォーズ帝国の逆襲(ビクター製),"￥7,900","￥8,000代",0,1,-,-,-,-,-
1993-03-19,-,4,ADV,サンソフト,ぴょこたんの大迷路,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1993-03-19,-,4,ETC,ヨネザワ,カジノダービー,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1993-03-23,33,6,ACT,任天堂,星のカービィ夢の泉の物語,"￥6,300","￥6,500代",100,1,-,-,-,-,-
1993-03-25,-,6,SLG,光栄,蒼き狼と白き牝鹿元朝秘史,"￥11,800","￥12,000代",0,1,-,-,-,-,-
1993-03-26,-,4,SHT,コナミ,もえろツインビーシナモン博士を救え,"￥3,900","￥4,000代",0,1,-,-,-,-,-
1993-03-26,-,5,ETC,アイレム,愛先生のOSHIETEわたしの星,"￥12,800","￥13,000代",0,1,-,-,-,-,-
1993-03-26,-,5,SPT,サンソフト,炎の闘球児ドッジ弾平2,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1993-03-30,-,4,ACT,アイレム,快傑ヤンチャ丸3対決！ゾウリンゲン,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1993-04-23,-,5,SLG,バンダイ,[データック]SDガンダムガンダムウォーズ,"￥2,800","￥3,000代",0,1,-,-,-,-,-
1993-04-23,-,5,SPT,バンダイ,[データック]ウルトラマン倶楽部スポ根ファイト,"￥2,800","￥3,000代",0,1,-,-,-,-,-
1993-04-23,-,4,SPT,テクノスジャパン,くにおくんの熱血サッカーリーグ,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1993-04-23,-,4,ACT,タイトー,ジェットソン,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1993-04-23,-,4,ACT,カプコン,ダックテイルズ2,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1993-04-28,-,6,ETC,ヨネザワ,ゴリラーマン,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1993-05-21,-,5,ACT,任天堂,ジョイメカファイト,"￥4,900","￥5,000代",0,1,🟦青,対戦,04位,-,-
1993-06-11,-,5,TAB,ココナッツジャパン,パチ夫くん5Jrの挑戦,"￥8,500","￥8,500代",0,1,-,-,-,-,-
1993-06-11,-,4,ACT,カプコン,マイティファイナルファイト,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1993-06-19,-,4,SPT,アイジーエス,JリーグファイティングサッカーTHEKINGOFACESTRIKERS,"￥7,900","￥8,000代",0,1,-,-,-,-,-
1993-07-09,-,4,RPG,ユタカ,うしおととら深淵の大妖,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1993-07-23,-,4,PZL,徳間書店,ぷよぷよ,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1993-07-30,-,5,ACT,ハドソン,FC原人,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1993-07-30,-,4,RPG,エンジェル,甲竜伝説ヴィルガスト外伝,"￥8,000","￥8,000代",0,1,-,-,-,-,-
1993-08-06,-,5,RPG,バンダイ,ドラゴンボールZ外伝サイヤ人絶滅計画,"￥7,800","￥8,000代",90,1,-,-,-,-,-
1993-08-27,-,4,PZL,バンダイ,[データック]クレヨンしんちゃんオイラとポイポイ,"￥2,600","￥2,500代",0,1,-,-,-,-,-
1993-08-27,-,5,PZL,バンダイ,クレヨンしんちゃんオイラとポイポイ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1993-09-17,-,4,TAB,ココナッツジャパン,パチスロアドベンチャー2そろっ太くんのパチスロ探偵団,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1993-09-21,-,4,PZL,任天堂,テトリスフラッシュ,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1993-10-22,-,5,ACT,バンダイ,[データック]幽☆遊☆白書爆闘暗黒武術会,"￥2,800","￥3,000代",0,1,-,-,-,-,-
1993-10-22,-,5,ACT,アイレム,大工の源さん2赤毛のダンの逆襲,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1993-10-29,-,5,RPG,バンダイ,ろくでなしBLUES,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1993-11-05,-,6,ACT,カプコン,ロックマン6史上最大の闘い,"￥7,800","￥8,000代",0,1,🟨黄,-,-,-,-
1993-11-12,-,5,ACT,ビーアイ,[データック]バトルラッシュ,"￥2,800","￥3,000代",0,1,-,-,-,-,-
1993-11-26,-,5,ETC,タカラ,RPG人生ゲーム,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1993-12-01,-,4,ACT,キャラクターソフト,けろっぴとけろりーぬのスプラッシュボム,"￥4,980","￥5,000代",0,1,-,-,-,-,-
1993-12-01,-,4,SPT,ナムコ,ファミスタ'94,"￥3,900","￥4,000代",0,1,-,-,-,-,-
1993-12-10,-,4,ACT,カプコン,チップとデールの大作戦2,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1993-12-10,-,4,ADV,ユタカ,なかよしといっしょ,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1993-12-17,-,4,TAB,ヘクト,囲碁指南'94,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1993-12-17,-,6,RPG,ハドソン,桃太郎伝説外伝,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1993-12-17,-,4,SPT,テクノスジャパン,熱血！すとりーとバスケットがんばれDUNKHEROES,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1994-02-19,-,4,ADV,任天堂,ゼルダの伝説1,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1994-02-19,-,5,PZL,任天堂,ワリオの森,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1994-02-27,-,6,RPG,スクウェア,ファイナルファンタジーⅠ・Ⅱ,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1994-04-22,-,5,SPT,バンダイ,[データック]J-LEAGUEスーパートッププレイヤーズ,"￥2,800","￥3,000代",0,1,-,-,-,-,-
1994-05-13,-,4,TAB,ココナッツジャパン,パチスロアドベンチャー3ビタオシー7見参,"￥7,900","￥8,000代",0,1,-,-,-,-,-
1994-05-27,-,4,SPT,エレクトロニックアーツ・ビクター,Jリーグウイニングゴール,"￥7,980","￥8,000代",0,1,-,-,-,-,-
1994-06-24,-,5,ACT,ハドソン,高橋名人の冒険島Ⅳ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1989-03-01,-,0,ETC,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数4年生上,"￥18,000","￥18,000代",0,1,-,-,-,-,-
1989-03-01,-,0,ETC,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数4年生下,"￥18,000","￥18,000代",0,1,-,-,-,-,-
1989-03-01,-,0,ETC,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数5年生上,"￥18,000","￥18,000代",0,1,-,-,-,-,-
1989-03-01,-,0,ETC,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数5年生下,"￥18,000","￥18,000代",0,1,-,-,-,-,-
1989-03-01,-,0,ETC,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数6年生上,"￥18,000","￥18,000代",0,1,-,-,-,-,-
1989-03-01,-,0,ETC,NHK/コナミ/東京書籍,NHK学園スペーススクール小学校の算数6年生下,"￥18,000","￥18,000代",0,1,-,-,-,-,-
1988-07-25,-,0,ETC,不明,JRA-PAT,"￥19,800","￥20,000代",0,1,-,-,-,-,-
1988-07-25,-,0,ETC,不明,野村のファミコントレード,不明,不明,0,1,-,-,-,-,-
1988-07-25,-,0,ETC,不明,野村のファミコントレード(V2),不明,不明,0,1,-,-,-,-,-
